Group,Generation,cat,gvNormUnres1,gvNormUnres3,scenario,rep,strategy
home,45,gpb,9.794034870433332,10.8999434524,50_50,0,ClassGen
home,46,gpb,10.403601510733333,10.944168885183332,50_50,0,ClassGen
home,47,gpb,10.480064782516665,12.401667562950001,50_50,0,ClassGen
home,48,gpb,10.7710155368,11.525936508866666,50_50,0,ClassGen
import,25,gpb,4.1013547634,5.89899468508,50_50,0,ClassGen
import,26,gpb,4.355906920840001,5.58210026988,50_50,0,ClassGen
import,27,gpb,3.4754469121600002,4.871723004400001,50_50,0,ClassGen
import,28,gpb,4.25326747208,6.044162855680001,50_50,0,ClassGen
import,29,gpb,5.1540786256799995,5.448131611040001,50_50,0,ClassGen
import,30,gpb,4.10271366568,5.805641169439999,50_50,0,ClassGen
import,31,gpb,5.482248071319999,7.44259611854,50_50,0,ClassGen
import,32,gpb,5.877712428080001,7.667176540039999,50_50,0,ClassGen
import,33,gpb,6.75954148064,8.6446973992,50_50,0,ClassGen
import,34,gpb,6.27134806498,8.695958382579999,50_50,0,ClassGen
import,35,gpb,6.7673088279249995,9.1901999095125,50_50,0,ClassGen
import,36,gpb,6.5678717211,9.152460180580002,50_50,0,ClassGen
import,37,gpb,8.271039951850002,10.339153249012499,50_50,0,ClassGen
import,38,gpb,7.378077351050001,10.143476691750001,50_50,0,ClassGen
import,39,gpb,8.958858587233335,11.542431186083334,50_50,0,ClassGen
import,40,gpb,8.054674627933334,10.852810633983333,50_50,0,ClassGen
import,41,gpb,8.713942559166666,11.537448800716668,50_50,0,ClassGen
import,42,gpb,8.644357968816665,11.940759019283334,50_50,0,ClassGen
import,43,gpb,9.130645831649998,12.314740044799999,50_50,0,ClassGen
import,44,gpb,9.228473742883333,13.231047307033334,50_50,0,ClassGen
import,45,gpb,9.913687848033334,13.219240618383333,50_50,0,ClassGen
import,46,gpb,9.704366715883333,13.711219529266666,50_50,0,ClassGen
import,47,gpb,9.958342657483334,13.571460539983335,50_50,0,ClassGen
import,48,gpb,10.728539437683333,14.661153663866665,50_50,0,ClassGen
home,35,gpb,7.572223549733333,7.647049600433334,100_100,0,ClassGen
home,36,gpb,5.315641873042857,6.002030631014287,100_100,0,ClassGen
home,37,gpb,6.025390729725,5.916130927287501,100_100,0,ClassGen
home,38,gpb,7.092389166933334,7.472607403783333,100_100,0,ClassGen
import,25,gpb,4.04086614468,5.70348650766,100_100,0,ClassGen
import,26,gpb,4.12806990204,5.6728158534799995,100_100,0,ClassGen
import,27,gpb,4.031303461439999,5.01481699634,100_100,0,ClassGen
import,28,gpb,3.78038969228,5.65988402462,100_100,0,ClassGen
import,29,gpb,3.9146487942,5.497239906220001,100_100,0,ClassGen
import,30,gpb,3.5776381260999996,4.508792634680001,100_100,0,ClassGen
import,31,gpb,6.2541316955,8.35483415814,100_100,0,ClassGen
import,32,gpb,6.472708781500001,7.824031368359999,100_100,0,ClassGen
import,33,gpb,6.128667051800001,7.47290639852,100_100,0,ClassGen
import,34,gpb,6.064233479019999,8.075219006020001,100_100,0,ClassGen
import,35,gpb,6.59768325731111,9.22725812758889,100_100,0,ClassGen
import,36,gpb,6.912706231425,9.0463352463875,100_100,0,ClassGen
import,37,gpb,6.9619904892374995,9.612879396350001,100_100,0,ClassGen
import,38,gpb,6.834344746810001,9.87773785199,100_100,0,ClassGen
import,39,gpb,7.547363334666667,9.939291422066667,100_100,0,ClassGen
import,40,gpb,8.143433785383332,10.935880606349999,100_100,0,ClassGen
import,41,gpb,8.1276043864,11.029404393983333,100_100,0,ClassGen
import,42,gpb,8.104486987183334,11.34290281165,100_100,0,ClassGen
import,43,gpb,8.93466363285,11.596144281866666,100_100,0,ClassGen
import,44,gpb,9.246125808516666,12.582294181216666,100_100,0,ClassGen
import,45,gpb,9.58108557435,13.236666289950001,100_100,0,ClassGen
import,46,gpb,9.575297623016667,13.255134106033333,100_100,0,ClassGen
import,47,gpb,10.539397523116667,13.480291123116666,100_100,0,ClassGen
import,48,gpb,9.069622569649999,13.351979032066666,100_100,0,ClassGen
home,35,gpb,5.22038875296,4.711110007379999,0_100,0,ClassGen
home,36,gpb,6.126382101119999,5.29692396212,0_100,0,ClassGen
home,37,gpb,5.25891497985,5.902549637575,0_100,0,ClassGen
home,38,gpb,5.63478089445,6.1286912927,0_100,0,ClassGen
home,39,gpb,6.798206012166666,7.3332818911999995,0_100,0,ClassGen
home,40,gpb,6.772764953833334,7.0053074699,0_100,0,ClassGen
home,41,gpb,7.965306706033334,7.601954571266666,0_100,0,ClassGen
home,42,gpb,9.082477248183332,8.896193832183332,0_100,0,ClassGen
home,43,gpb,8.977821937733333,9.893487517566665,0_100,0,ClassGen
home,44,gpb,7.82055859765,8.188138944816666,0_100,0,ClassGen
home,45,gpb,8.7523431339,9.4846567362,0_100,0,ClassGen
home,46,gpb,9.78004737155,10.09483774935,0_100,0,ClassGen
home,47,gpb,9.772316994533332,9.922243066583334,0_100,0,ClassGen
home,48,gpb,10.2185697537,10.740773599983333,0_100,0,ClassGen
import,25,gpb,4.37577015808,6.1714633543,0_100,0,ClassGen
import,26,gpb,4.31534528154,5.63770852656,0_100,0,ClassGen
import,27,gpb,4.28391326404,5.5657097252,0_100,0,ClassGen
import,28,gpb,4.30588798064,5.6821521495,0_100,0,ClassGen
import,29,gpb,4.23579291972,5.02737642436,0_100,0,ClassGen
import,30,gpb,4.394627258839999,5.18793004594,0_100,0,ClassGen
import,31,gpb,5.728046192120001,7.375827999499999,0_100,0,ClassGen
import,32,gpb,5.44601401066,7.943660157319999,0_100,0,ClassGen
import,33,gpb,5.8300168039799996,8.30963262406,0_100,0,ClassGen
import,34,gpb,6.654215841599999,9.07409621632,0_100,0,ClassGen
import,35,gpb,6.77144428485,8.9798263622,0_100,0,ClassGen
import,36,gpb,7.467883002766667,9.451030736966667,0_100,0,ClassGen
import,37,gpb,7.094932293477778,9.300709682122223,0_100,0,ClassGen
import,38,gpb,6.717437448229999,9.38487418918,0_100,0,ClassGen
import,39,gpb,8.055960793216668,10.401950998466667,0_100,0,ClassGen
import,40,gpb,8.154300033316666,10.404542346083332,0_100,0,ClassGen
import,41,gpb,7.582187032166668,10.284268338733334,0_100,0,ClassGen
import,42,gpb,7.867293550483335,10.706116507399999,0_100,0,ClassGen
import,43,gpb,8.979717303216667,11.945685384616667,0_100,0,ClassGen
import,44,gpb,8.357672788766667,11.580225421283332,0_100,0,ClassGen
import,45,gpb,10.389842501316666,12.673852459966668,0_100,0,ClassGen
import,46,gpb,9.38117667915,12.985014227983333,0_100,0,ClassGen
import,47,gpb,9.67524515485,13.252143652883333,0_100,0,ClassGen
import,48,gpb,9.926883138166666,13.633593357399997,0_100,0,ClassGen
home,25,gpb,3.77445492735,2.8280457870499998,10_10,0,GenGen
home,26,gpb,3.816105727325,3.26789311575,10_10,0,GenGen
home,27,gpb,2.9612311284875004,1.523890895,10_10,0,GenGen
home,28,gpb,3.170532657066666,2.2967547457666666,10_10,0,GenGen
home,29,gpb,2.928227316433333,2.4677528430833333,10_10,0,GenGen
home,30,gpb,3.438308426766667,2.081147328383333,10_10,0,GenGen
home,31,gpb,5.063293129900001,3.927225226466667,10_10,0,GenGen
home,32,gpb,5.196523259299999,3.8258936741666667,10_10,0,GenGen
home,33,gpb,5.338654950666666,4.227180813433333,10_10,0,GenGen
home,34,gpb,5.822807815783334,4.0733430795166665,10_10,0,GenGen
home,35,gpb,5.5694898844833345,4.03123283285,10_10,0,GenGen
home,36,gpb,7.212581977616668,5.2195538869666676,10_10,0,GenGen
home,37,gpb,7.896944843816667,5.7714713746,10_10,0,GenGen
home,38,gpb,6.9560006601166675,5.928268184833333,10_10,0,GenGen
home,39,gpb,7.9464657666999985,6.353108339866665,10_10,0,GenGen
home,40,gpb,7.94422576205,7.114302404966666,10_10,0,GenGen
home,41,gpb,8.469663954233335,6.6816216609333345,10_10,0,GenGen
home,42,gpb,8.608427929883334,6.67446841885,10_10,0,GenGen
home,43,gpb,8.466257593283332,5.846556358416667,10_10,0,GenGen
home,44,gpb,9.189213694366666,7.953734258100002,10_10,0,GenGen
home,45,gpb,8.735389825533332,6.787096225383333,10_10,0,GenGen
home,46,gpb,10.27796107165,7.742896211950001,10_10,0,GenGen
home,47,gpb,10.46648958125,8.221807271916667,10_10,0,GenGen
home,48,gpb,10.288102900933334,8.76504872945,10_10,0,GenGen
import,25,gpb,4.289720048833334,5.909436766616667,10_10,0,GenGen
import,26,gpb,4.225316818716667,5.438264509166667,10_10,0,GenGen
import,27,gpb,3.4173788326833336,5.298801436,10_10,0,GenGen
import,28,gpb,4.1103157000333335,5.964796807433333,10_10,0,GenGen
import,29,gpb,4.130081937083333,5.6816326069,10_10,0,GenGen
import,30,gpb,3.758160741883333,5.574357751683333,10_10,0,GenGen
import,31,gpb,5.250711132983333,7.448310636633334,10_10,0,GenGen
import,32,gpb,5.959308220683333,7.5188612762166676,10_10,0,GenGen
import,33,gpb,6.488710972299999,8.042600389083335,10_10,0,GenGen
import,34,gpb,5.7432195225,8.205387677666666,10_10,0,GenGen
import,35,gpb,7.444056258366667,9.5958381498,10_10,0,GenGen
import,36,gpb,7.8085986083,9.015178517516667,10_10,0,GenGen
import,37,gpb,7.152625455566667,9.285540725199999,10_10,0,GenGen
import,38,gpb,6.994964858633334,10.273089329316667,10_10,0,GenGen
import,39,gpb,8.1196064024,10.098969535783333,10_10,0,GenGen
import,40,gpb,8.172365129516669,10.608076152950002,10_10,0,GenGen
import,41,gpb,8.195887395283334,10.806980481633333,10_10,0,GenGen
import,42,gpb,8.224892070066666,11.5416472716,10_10,0,GenGen
import,43,gpb,9.063323911033335,11.543447991483333,10_10,0,GenGen
import,44,gpb,8.70980764635,11.830595702499998,10_10,0,GenGen
import,45,gpb,8.997317761500002,12.153728416250003,10_10,0,GenGen
import,46,gpb,8.873070470766667,12.579598669883332,10_10,0,GenGen
import,47,gpb,10.003503287233334,13.304755874150002,10_10,0,GenGen
import,48,gpb,9.5291365195,13.314569853050001,10_10,0,GenGen
home,25,gpb,3.77445492735,2.8280457870499998,50_50,0,GenGen
home,26,gpb,3.816105727325,3.26789311575,50_50,0,GenGen
home,27,gpb,2.9612311284875004,1.523890895,50_50,0,GenGen
home,28,gpb,3.170532657066666,2.2967547457666666,50_50,0,GenGen
home,29,gpb,2.928227316433333,2.4677528430833333,50_50,0,GenGen
home,30,gpb,3.438308426766667,2.081147328383333,50_50,0,GenGen
home,31,gpb,5.621543249916666,4.5830761566,50_50,0,GenGen
home,32,gpb,5.1890121593166665,3.914480866466667,50_50,0,GenGen
home,33,gpb,6.0768753941,4.6233994098,50_50,0,GenGen
home,34,gpb,6.602226783666667,6.285194665150001,50_50,0,GenGen
home,35,gpb,6.184015213083334,5.489680725783334,50_50,0,GenGen
home,36,gpb,6.891567114249999,6.225458005416667,50_50,0,GenGen
home,37,gpb,6.892134699533333,6.987359538966665,50_50,0,GenGen
home,38,gpb,7.478511001116666,7.0854185544999995,50_50,0,GenGen
home,39,gpb,8.270509743766667,7.764746873850001,50_50,0,GenGen
home,40,gpb,7.826100127166666,8.6250080884,50_50,0,GenGen
home,41,gpb,8.520243493633334,8.053363700299998,50_50,0,GenGen
home,42,gpb,9.160478368266666,9.542322116866666,50_50,0,GenGen
home,43,gpb,9.126885912966666,9.496105506600001,50_50,0,GenGen
home,44,gpb,9.823775843583334,10.457378078900001,50_50,0,GenGen
home,45,gpb,9.54289494585,9.511655315,50_50,0,GenGen
home,46,gpb,9.550644701016667,9.931251223033334,50_50,0,GenGen
home,47,gpb,8.988613413733333,9.678021832666667,50_50,0,GenGen
home,48,gpb,10.796466070483334,12.3103611982,50_50,0,GenGen
import,25,gpb,4.0705175778500005,5.0680021308333325,50_50,0,GenGen
import,26,gpb,4.275892557516666,5.480401106966667,50_50,0,GenGen
import,27,gpb,3.7938343126666667,5.123872568633334,50_50,0,GenGen
import,28,gpb,4.1082465407,5.160048870933333,50_50,0,GenGen
import,29,gpb,4.485939011766667,4.916785050883334,50_50,0,GenGen
import,30,gpb,3.6623341920166665,5.129829205099999,50_50,0,GenGen
import,31,gpb,5.929243330966667,8.160555682433333,50_50,0,GenGen
import,32,gpb,5.992511182416666,8.151127074883334,50_50,0,GenGen
import,33,gpb,5.503241282283334,7.316455363766665,50_50,0,GenGen
import,34,gpb,6.574677482866666,8.357176569066667,50_50,0,GenGen
import,35,gpb,6.336471109766666,8.944156233100001,50_50,0,GenGen
import,36,gpb,7.42492334765,9.506085295383334,50_50,0,GenGen
import,37,gpb,8.297386229599999,10.066326209849999,50_50,0,GenGen
import,38,gpb,7.725481296916666,10.816658877183334,50_50,0,GenGen
import,39,gpb,7.7569916263500005,10.844188326383334,50_50,0,GenGen
import,40,gpb,7.882538926166667,10.491194619733333,50_50,0,GenGen
import,41,gpb,8.643791152850001,11.948726869266665,50_50,0,GenGen
import,42,gpb,8.5438042696,11.615069897083332,50_50,0,GenGen
import,43,gpb,9.293119434716667,11.785142480283334,50_50,0,GenGen
import,44,gpb,8.741521454633332,12.366478645583333,50_50,0,GenGen
import,45,gpb,9.140136661483332,12.72692268025,50_50,0,GenGen
import,46,gpb,9.26795588095,13.236877300033335,50_50,0,GenGen
import,47,gpb,8.51162720125,13.184308093283335,50_50,0,GenGen
import,48,gpb,9.944242538016667,13.758421496333334,50_50,0,GenGen
home,25,gpb,3.77445492735,2.8280457870499998,100_100,0,GenGen
home,26,gpb,3.816105727325,3.26789311575,100_100,0,GenGen
home,27,gpb,2.9612311284875004,1.523890895,100_100,0,GenGen
home,28,gpb,3.170532657066666,2.2967547457666666,100_100,0,GenGen
import,25,gpb,3.7318237369999996,5.8015298097166665,100_100,0,GenGen
import,26,gpb,3.946492120516666,5.190058056483333,100_100,0,GenGen
import,27,gpb,3.977329585033333,5.32249654755,100_100,0,GenGen
import,28,gpb,4.324201876349999,5.884176001366666,100_100,0,GenGen
import,29,gpb,4.124674294816667,5.761316681100001,100_100,0,GenGen
import,30,gpb,4.2884617725,5.902899748783333,100_100,0,GenGen
import,31,gpb,5.214045636183334,7.34507446285,100_100,0,GenGen
import,32,gpb,4.590623833066666,7.0400226362,100_100,0,GenGen
import,33,gpb,6.512433239683333,8.800006886516666,100_100,0,GenGen
import,34,gpb,6.55310354525,7.772497492733333,100_100,0,GenGen
import,35,gpb,6.279571400400001,9.074239049866666,100_100,0,GenGen
import,36,gpb,6.740129347700001,9.57835302195,100_100,0,GenGen
import,37,gpb,7.0819248611,9.6549310946,100_100,0,GenGen
import,38,gpb,7.4433868574,10.085246485799999,100_100,0,GenGen
import,39,gpb,7.720907055499999,10.705675883616665,100_100,0,GenGen
import,40,gpb,7.993233809466666,10.523190678283333,100_100,0,GenGen
import,41,gpb,7.854653416600001,10.689029344016667,100_100,0,GenGen
import,42,gpb,8.8095108893,11.821071212066668,100_100,0,GenGen
import,43,gpb,9.1417747595,11.899860255016668,100_100,0,GenGen
import,44,gpb,9.929177983466667,12.847892600466666,100_100,0,GenGen
import,45,gpb,9.474658534883334,12.146755824983336,100_100,0,GenGen
import,46,gpb,9.528645239916667,13.174964637783333,100_100,0,GenGen
import,47,gpb,10.65939391065,13.837838238466665,100_100,0,GenGen
import,48,gpb,10.01670372875,13.60995349716667,100_100,0,GenGen
home,25,gpb,3.77445492735,2.8280457870499998,0_100,0,GenGen
home,26,gpb,3.816105727325,3.26789311575,0_100,0,GenGen
home,27,gpb,2.9612311284875004,1.523890895,0_100,0,GenGen
home,28,gpb,3.170532657066666,2.2967547457666666,0_100,0,GenGen
home,29,gpb,2.928227316433333,2.4677528430833333,0_100,0,GenGen
home,30,gpb,3.438308426766667,2.081147328383333,0_100,0,GenGen
home,31,gpb,5.633144464016667,5.405489602933333,0_100,0,GenGen
home,32,gpb,5.484850440533332,5.147839412550001,0_100,0,GenGen
home,33,gpb,5.716568004966667,5.701376507983333,0_100,0,GenGen
home,34,gpb,5.8851886722166675,5.09849296855,0_100,0,GenGen
home,35,gpb,7.3214045708499995,6.124361717316667,0_100,0,GenGen
home,36,gpb,7.9202354643,8.079295610216667,0_100,0,GenGen
home,37,gpb,7.18765717165,6.90179111235,0_100,0,GenGen
home,38,gpb,7.626523640599999,7.563734329483334,0_100,0,GenGen
home,39,gpb,6.644738969616667,7.587153102533333,0_100,0,GenGen
home,40,gpb,8.542011987716668,7.932000854866666,0_100,0,GenGen
home,41,gpb,8.839811625449999,8.18285180955,0_100,0,GenGen
home,42,gpb,9.165240157783332,8.885042123466667,0_100,0,GenGen
home,43,gpb,9.211003731366667,9.7521812833,0_100,0,GenGen
home,44,gpb,9.194999641933334,9.830209197783333,0_100,0,GenGen
home,45,gpb,10.180847391750001,10.853985717033334,0_100,0,GenGen
home,46,gpb,10.443002913900001,10.414401726,0_100,0,GenGen
home,47,gpb,10.792642271200002,11.5517544972,0_100,0,GenGen
home,48,gpb,10.92123070255,11.50930102515,0_100,0,GenGen
import,25,gpb,4.210630710066667,5.292009499449999,0_100,0,GenGen
import,26,gpb,4.04027461605,5.65526980205,0_100,0,GenGen
import,27,gpb,4.041655619166666,5.24754043335,0_100,0,GenGen
import,28,gpb,3.4443466665833324,5.82899106795,0_100,0,GenGen
import,29,gpb,4.54014346075,5.606273946883334,0_100,0,GenGen
import,30,gpb,3.74520208515,5.246137492250001,0_100,0,GenGen
import,31,gpb,5.428950863083333,7.634588635349999,0_100,0,GenGen
import,32,gpb,6.693833715183334,8.172121656016666,0_100,0,GenGen
import,33,gpb,7.582143234166666,8.85940021225,0_100,0,GenGen
import,34,gpb,6.797911142216667,8.317042632533335,0_100,0,GenGen
import,35,gpb,6.011960484599999,8.582610818366666,0_100,0,GenGen
import,36,gpb,6.794360988016666,8.794814596699998,0_100,0,GenGen
import,37,gpb,7.504042547983334,10.279986283983334,0_100,0,GenGen
import,38,gpb,6.965164712016666,9.568561103816664,0_100,0,GenGen
import,39,gpb,7.3442397873,10.080001095866667,0_100,0,GenGen
import,40,gpb,8.771096448033335,10.89271599175,0_100,0,GenGen
import,41,gpb,8.304330949266665,11.488088615583331,0_100,0,GenGen
import,42,gpb,8.259660663066667,11.159876946733334,0_100,0,GenGen
import,43,gpb,8.754551160733334,11.283263138183335,0_100,0,GenGen
import,44,gpb,10.136518152083335,12.599290447566668,0_100,0,GenGen
import,45,gpb,9.627078858416667,12.771713666283333,0_100,0,GenGen
import,46,gpb,9.585794180333332,12.298512451966667,0_100,0,GenGen
import,47,gpb,9.450988799716667,12.880243987983334,0_100,0,GenGen
import,48,gpb,10.0684837579,13.495385116966666,0_100,0,GenGen
home,35,gpb,6.449414008333332,4.853613739866667,10_10,1,ClassGen
home,36,gpb,6.051662652912501,5.012885942425,10_10,1,ClassGen
home,37,gpb,5.8213112905571425,4.826232257642857,10_10,1,ClassGen
home,38,gpb,5.260152024250001,4.055912733133334,10_10,1,ClassGen
home,39,gpb,5.257444603883333,4.4653578473,10_10,1,ClassGen
home,40,gpb,6.7895489962,4.88713145245,10_10,1,ClassGen
home,41,gpb,7.740823836816666,6.077508640666667,10_10,1,ClassGen
home,42,gpb,7.40365727405,5.428235007800001,10_10,1,ClassGen
home,43,gpb,8.942640428783333,6.424354326666666,10_10,1,ClassGen
home,44,gpb,9.16403248885,7.302804077516668,10_10,1,ClassGen
home,45,gpb,10.000334855333334,7.749552144900001,10_10,1,ClassGen
home,46,gpb,9.404125571983334,6.7273913720500005,10_10,1,ClassGen
home,47,gpb,8.639373986733334,6.067081091483334,10_10,1,ClassGen
home,48,gpb,10.258343382650002,7.939023780633334,10_10,1,ClassGen
import,25,gpb,5.096232947300001,5.82514564238,10_10,1,ClassGen
import,26,gpb,3.62248280572,4.94544476764,10_10,1,ClassGen
import,27,gpb,5.59784814114,6.12261673168,10_10,1,ClassGen
import,28,gpb,5.37128703472,6.16979452934,10_10,1,ClassGen
import,29,gpb,6.4445167336599996,6.81731903962,10_10,1,ClassGen
import,30,gpb,6.327238016040001,7.0514079849,10_10,1,ClassGen
import,31,gpb,5.483507962119999,5.344166056880001,10_10,1,ClassGen
import,32,gpb,5.74747897186,6.1655476586399995,10_10,1,ClassGen
import,33,gpb,4.188908733300001,5.08240640952,10_10,1,ClassGen
import,34,gpb,3.44208998428,4.62485365644,10_10,1,ClassGen
import,35,gpb,5.11449493687,5.47263469559,10_10,1,ClassGen
import,36,gpb,4.8339150911625,4.862057621512499,10_10,1,ClassGen
import,37,gpb,5.60063812656,5.74694304258,10_10,1,ClassGen
import,38,gpb,4.24116184246,4.570696441600001,10_10,1,ClassGen
import,39,gpb,5.272420284916667,6.05573453325,10_10,1,ClassGen
import,40,gpb,4.976968085183334,5.2011903952,10_10,1,ClassGen
import,41,gpb,5.088900716283333,6.162791606783333,10_10,1,ClassGen
import,42,gpb,4.640070282533334,4.56351747635,10_10,1,ClassGen
import,43,gpb,4.825236798050001,4.576268801016667,10_10,1,ClassGen
import,44,gpb,4.164387240500001,5.182045734033333,10_10,1,ClassGen
import,45,gpb,4.348570515683332,5.132430048966666,10_10,1,ClassGen
import,46,gpb,5.037858540916667,5.193523673566666,10_10,1,ClassGen
import,47,gpb,4.9506230088,5.736737907366667,10_10,1,ClassGen
import,48,gpb,4.57559519215,4.549809968483334,10_10,1,ClassGen
home,35,gpb,5.81149027582,5.3214837592,50_50,1,ClassGen
home,36,gpb,6.0753773584125,4.9587593332,50_50,1,ClassGen
home,37,gpb,5.98580242742,5.76231317374,50_50,1,ClassGen
home,38,gpb,6.9758931408,5.8560507403,50_50,1,ClassGen
home,39,gpb,6.1390741955833334,5.3724089924,50_50,1,ClassGen
home,40,gpb,6.680148552833333,5.4798557938,50_50,1,ClassGen
home,41,gpb,8.311925339866667,7.521262597700001,50_50,1,ClassGen
home,42,gpb,7.523395491383334,6.584690697133333,50_50,1,ClassGen
home,43,gpb,8.549068231583332,7.3226936662,50_50,1,ClassGen
home,44,gpb,7.939107696033335,6.652261955149999,50_50,1,ClassGen
home,45,gpb,8.282710704083334,7.717373443016666,50_50,1,ClassGen
home,46,gpb,8.919252609633332,8.040691754783333,50_50,1,ClassGen
home,47,gpb,9.439955417633334,8.009879610233334,50_50,1,ClassGen
home,48,gpb,9.555897198766667,7.8040580398,50_50,1,ClassGen
import,25,gpb,5.51244217606,6.15392050322,50_50,1,ClassGen
import,26,gpb,4.775438072760001,5.368362947740001,50_50,1,ClassGen
import,27,gpb,4.6392739482800005,5.49858628444,50_50,1,ClassGen
import,28,gpb,5.84988737312,6.13109226724,50_50,1,ClassGen
import,29,gpb,5.68383769486,6.11993524204,50_50,1,ClassGen
import,30,gpb,5.31189357394,5.747772844940001,50_50,1,ClassGen
import,31,gpb,5.40138865804,5.700192974920001,50_50,1,ClassGen
import,32,gpb,4.114030582500001,4.42808522948,50_50,1,ClassGen
import,33,gpb,5.44730733474,6.13664089486,50_50,1,ClassGen
import,34,gpb,5.3683831289,5.40543273708,50_50,1,ClassGen
import,35,gpb,4.1022904232375,4.3916894248250005,50_50,1,ClassGen
import,36,gpb,3.6036570012000007,4.2810526440166665,50_50,1,ClassGen
import,37,gpb,4.896049761277777,5.52488694141111,50_50,1,ClassGen
import,38,gpb,5.134419949490909,5.068067154290909,50_50,1,ClassGen
import,39,gpb,4.1632763757,4.890390456466666,50_50,1,ClassGen
import,40,gpb,4.6907717035,5.621207119699999,50_50,1,ClassGen
import,41,gpb,4.093414639483334,5.5319887102,50_50,1,ClassGen
import,42,gpb,4.199581656483334,3.961609252683333,50_50,1,ClassGen
import,43,gpb,5.40988980275,5.98641031415,50_50,1,ClassGen
import,44,gpb,3.773351595583333,4.5851282128,50_50,1,ClassGen
import,45,gpb,4.4799408349,4.459359263133333,50_50,1,ClassGen
import,46,gpb,4.358428690633334,5.100484598266666,50_50,1,ClassGen
import,47,gpb,4.466617135883333,4.876420593450001,50_50,1,ClassGen
import,48,gpb,3.95308250335,4.4727811029,50_50,1,ClassGen
home,35,gpb,6.966442440599999,6.359949822033333,100_100,1,ClassGen
home,36,gpb,6.059396307875,5.1627470070625,100_100,1,ClassGen
home,37,gpb,5.814764430428572,5.153197007257143,100_100,1,ClassGen
home,38,gpb,6.859041940233333,5.7808862631833335,100_100,1,ClassGen
import,25,gpb,4.642288046060001,4.53280112004,100_100,1,ClassGen
import,26,gpb,4.43115148644,5.0137799448600004,100_100,1,ClassGen
