NoControls Ref $G:$P = 2:1 $G:$P = 1:1 $G:$P = 1:2
1 False 5.22378560881087 5.58879741620459 NA
1 True 5.36012318799639 5.20357155323367 4.37693079203293
2 False 5.16693757266648 4.67407626696451 5.29376109796933
2 True 5.41162221495214 5.70891528189487 5.30457587749527
5 False 5.93886332699431 5.94630238301659 NA
5 True 5.74819078796533 5.37716145166804 5.43855398492196
8 False 5.27499462756634 6.3673367313096 5.71013283734694
8 True 6.22131144263441 5.72488022769735 5.35896125325814
9 False 4.36068943578536 5.45266599188459 6.05469323980239
9 True 5.62135825937457 6.09427515343139 5.79319052454397
10 False 3.69030824933143 4.5912790636696 5.78705899936448
10 True 4.87114305062545 5.40632738007815 6.48220480782211
11 False 3.01869870179678 3.01869870179678 3.01869870179678
11 True 3.01869870179678 3.01869870179678 3.01869870179678
