strategy,scenario,Group,Generation,cat,gvNormUnres1,gvNormUnres3
GenGen,50_50,home,28,gpb,3.3075795308916662,2.5755589341416667
GenGen,50_50,home,29,gpb,3.5237119375333332,2.621740747533333
GenGen,50_50,home,30,gpb,3.988456396558333,2.8653083041666663
GenGen,50_50,home,31,gpb,6.258414776708333,5.248086426433334
GenGen,50_50,home,32,gpb,5.619919528191667,4.25636646335
GenGen,50_50,home,33,gpb,6.400699072058334,5.145482781925001
GenGen,50_50,home,34,gpb,7.290319310441666,6.923263055475001
GenGen,50_50,home,35,gpb,7.242624443258334,6.5676310190416665
GenGen,50_50,home,36,gpb,7.932347789466666,7.422527848025
GenGen,50_50,home,37,gpb,8.074473922166668,7.590795610449999
GenGen,50_50,home,38,gpb,7.829918833100001,7.0305634018416665
GenGen,50_50,home,39,gpb,9.025600496141667,8.298607706283335
GenGen,50_50,home,40,gpb,9.005413747725,8.995437517208334
GenGen,50_50,home,41,gpb,8.811516911375001,8.423888375816666
GenGen,50_50,home,42,gpb,10.268680700791666,10.271536240375
GenGen,50_50,home,43,gpb,10.017779213466666,10.1116970738
GenGen,50_50,home,44,gpb,10.89722537355,10.519119300791669
GenGen,50_50,home,45,gpb,10.323410697949999,9.962581018341668
GenGen,50_50,home,46,gpb,10.728942041333333,10.707655933516667
GenGen,50_50,home,47,gpb,10.69303400655,10.481742457275
GenGen,50_50,home,48,gpb,11.658686644416665,12.366084709008334
GenGen,50_50,import,25,gpb,4.545279320641667,4.960950760474999
GenGen,50_50,import,26,gpb,4.664977836008333,5.3767512288166674
GenGen,50_50,import,27,gpb,4.237084324041667,5.291221722816667
GenGen,50_50,import,28,gpb,4.915056399008334,6.0092880937
GenGen,50_50,import,29,gpb,5.279547967341667,5.711572598566667
GenGen,50_50,import,30,gpb,4.498329025841667,5.40104324845
GenGen,50_50,import,31,gpb,6.666780896200001,8.130288725291667
GenGen,50_50,import,32,gpb,6.523084629158333,8.282678244208334
GenGen,50_50,import,33,gpb,6.132039445475,7.896164879816666
GenGen,50_50,import,34,gpb,7.333826374774999,8.725783459825
GenGen,50_50,import,35,gpb,8.002072728841666,9.240953090125002
GenGen,50_50,import,36,gpb,7.748994779883333,9.567519614166667
GenGen,50_50,import,37,gpb,8.536088299116667,9.844062844408333
GenGen,50_50,import,38,gpb,8.472975268941667,10.712475909000002
GenGen,50_50,import,39,gpb,8.475626450408335,10.6594991893
GenGen,50_50,import,40,gpb,8.9313427704,10.753748713741667
GenGen,50_50,import,41,gpb,8.939665117233334,11.668598055808332
GenGen,50_50,import,42,gpb,9.638380457650001,11.604397738316665
GenGen,50_50,import,43,gpb,10.170298071591667,12.191049235508334
GenGen,50_50,import,44,gpb,9.909027794583332,12.324501050991667
GenGen,50_50,import,45,gpb,10.403526758191667,12.721564186641666
GenGen,50_50,import,46,gpb,10.475965679766666,13.240763752908332
GenGen,50_50,import,47,gpb,9.958299166675001,13.169827313958333
GenGen,50_50,import,48,gpb,11.589812391950002,14.372286392966668
