Generation gvNormUnres1 sd var SDSt zMean AdditGenicVar1 SDGenic SDGenicSt zMeanGenic SDGenicStNeg Genic_Genetic_VAR Genic_Genetic_SD Genic_Genetic_SDSt zMeanGenic_Genetic scenario Rep Strategy
40 5.56175956439435 1.34107199821249 1.79847410438964 1 0 2.2375126815 1.4958317691171 1 0 0 1.79847410438964 1.34107199821249 1 0 0.1 0 SU55
41 5.77492133775208 1.4129713658792 1.99648808079453 1.05361335391578 0.158948791445838 2.2288959377 1.4929487391401 0.998072624183728 0.142503841513907 0.00192737581627178 1.79154811433087 1.33848724847526 0.998072624183728 0.158948791445838 0.1 0 SU55
42 5.90080508228639 1.41209170590274 1.9940029858793 1.05295741599624 0.252816790108174 2.2275995073 1.49251449148744 0.997782319042719 0.22666019327304 0.00221768095728059 1.79050606593408 1.33809792837971 0.997782319042719 0.252816790108174 0.1 0 SU55
43 6.26341807716448 1.43088733191018 2.04743855662102 1.06697279028822 0.523207190743945 2.2211749287 1.49036067067673 0.9963424373293 0.469075819391289 0.00365756267070005 1.78534210045614 1.33616694333311 0.9963424373293 0.523207190743945 0.1 0 SU55
44 6.58433063620382 1.44091274377477 2.07622953517255 1.07444846040732 0.762502738982283 2.2026216315 1.48412318609339 0.992172526840621 0.683613687662904 0.00782747315937915 1.77042928014405 1.33057479314169 0.992172526840621 0.762502738982283 0.1 0 SU55
45 6.91154741589483 1.45073287553605 2.1046258761611 1.08177105887657 1.00649916879899 2.1878669004 1.47914397554802 0.98884380321797 0.902366081111629 0.0111561967820304 1.75856968175161 1.32611073510156 0.98884380321797 1.00649916879899 0.1 0 SU55
46 7.37690170337684 1.40978136516865 1.9874834975768 1.0512346593231 1.35350088690382 2.1714851422 1.4735959901547 0.985134839745027 1.21346676575392 0.0148651602549734 1.74540230703652 1.32113674804561 0.985134839745027 1.35350088690382 0.1 0 SU55
47 7.88899758242723 1.30362668997104 1.69944254680484 0.972078077618974 1.73535650668633 2.1597881735 1.46962177906426 0.982477982755833 1.55581534373114 0.0175220172441669 1.73600048532586 1.31757371153414 0.982477982755833 1.73535650668633 0.1 0 SU55
48 8.21066383362684 1.30840094037304 1.71191302076904 0.975638103037717 1.97521406215565 2.1427755106 1.46382222643325 0.978600840452303 1.77085707358387 0.0213991595476974 1.72232600029373 1.31237418455779 0.978600840452303 1.97521406215565 0.1 0 SU55
49 8.6182668643414 1.33762437674401 1.7892389732598 0.997429204790588 2.27915227819316 2.1295728967 1.45930562141725 0.975581379902496 2.0433496353344 0.0244186200975038 1.71171396693824 1.30832487056474 0.975581379902496 2.27915227819316 0.1 0 SU55
50 9.04865393014074 1.31571639871095 1.7311096418369 0.981093036365429 2.60007991397483 2.1198417692 1.45596764016238 0.973349858067091 2.331073879922 0.0266501419329094 1.70389225448049 1.30533223911788 0.973349858067091 2.60007991397483 0.1 0 SU55
51 9.47222666054183 1.31328598286429 1.72472007278784 0.979280743028538 2.9159262898336 2.1074953335 1.45172150686693 0.970511214455484 2.61424257518985 0.0294887855445164 1.69396840239619 1.30152541365745 0.970511214455484 2.9159262898336 0.1 0 SU55
52 9.84147459568927 1.2780454553653 1.63340018597988 0.953002864177908 3.19126418044619 2.0949408103 1.44739103572601 0.967616188938354 2.86109382061124 0.0323838110616465 1.68387729316814 1.29764297600231 0.967616188938354 3.19126418044619 0.1 0 SU55
53 10.251010129012 1.27960252820053 1.63738263017718 0.954163929979974 3.49664340980048 2.0905170808 1.44586205455431 0.966594027754679 3.13487830746197 0.0334059722453214 1.68032157568937 1.29627218426123 0.966594027754679 3.49664340980048 0.1 0 SU55
54 10.6272008829649 1.2742337313674 1.62367160215449 0.950160567863487 3.77715836683057 2.0857489117 1.44421221144955 0.965491067422629 3.38637099649269 0.0345089325773714 1.67648900360046 1.29479303504478 0.965491067422629 3.77715836683057 0.1 0 SU55
55 10.9511390084822 1.27583540384807 1.62775597771216 0.951354890377714 4.01870999563879 2.072600281 1.43965283349841 0.962443012123047 3.60293152970594 0.0375569878769533 1.66592036101012 1.2907053734335 0.962443012123047 4.01870999563879 0.1 0 SU55
56 11.3229479848925 1.29891663869049 1.687184434267 0.968565923695229 4.29595758331936 2.0665771704 1.43755944934462 0.961043533787974 3.85149489363946 0.0389564662120255 1.66107908858671 1.28882857222623 0.961043533787974 4.29595758331936 0.1 0 SU55
57 11.6887827200756 1.25782733446357 1.58212960332374 0.9379267751024 4.56875034587843 2.0576282693 1.43444353994851 0.95896047240337 4.09606433168458 0.0410395275966298 1.6538861162187 1.28603503693278 0.95896047240337 4.56875034587843 0.1 0 SU55
58 12.0419206318227 1.26501213873239 1.60025571114029 0.94328428333342 4.83207544118861 2.0493319873 1.43154880716656 0.95702527297673 4.33214563376545 0.0429747270232701 1.64721770782796 1.28343979517076 0.95702527297673 4.83207544118861 0.1 0 SU55
59 12.3933563756406 1.21514546668671 1.47657850520926 0.906100096271022 5.09413127733045 2.0367826482 1.42715894286516 0.954090541684058 4.56708899509372 0.0459094583159415 1.63713076549008 1.27950410921188 0.954090541684058 5.09413127733045 0.1 0 SU55
60 12.7816645037519 1.2280394471142 1.50808088366854 0.91571477799182 5.38368182243824 2.0199381387 1.42124527745917 0.950137112208846 4.82668244412204 0.0498628877911543 1.62359143926084 1.27420227564576 0.950137112208846 5.38368182243824 0.1 0 SU55
40 5.56175956439435 1.34107199821249 1.79847410438964 1 0 2.2375126815 1.4958317691171 1 0 0 1.79847410438964 1.34107199821249 1 0 0.2 0 SU55
41 5.7543643292852 1.40456534772708 1.97280381603569 1.0473452205394 0.143620003361167 2.2297561277 1.4932367955887 0.998265196941273 0.128760980256843 0.00173480305872709 1.7922395202177 1.33874550240802 0.998265196941273 0.143620003361167 0.2 0 SU55
42 5.92747429582442 1.40933181385922 1.98621616155571 1.05089944144513 0.272703279106214 2.2260764551 1.49200417395529 0.997441159332995 0.244489212611073 0.00255884066700496 1.78928186284286 1.33764040864608 0.997441159332995 0.272703279106214 0.2 0 SU55
43 6.34000943444109 1.42996414087024 2.04479744417476 1.06628439246829 0.580319230499229 2.2199682334 1.48995578236403 0.996071759622712 0.520279008719068 0.00392824037728756 1.78437217958513 1.33580394504026 0.996071759622712 0.580319230499229 0.2 0 SU55
44 6.60252372435988 1.40553777415558 1.97553643457821 1.0480703318159 0.776068817597237 2.2050810128 1.48495151866989 0.992726287359414 0.695776210569342 0.00727371264058552 1.77240608841756 1.33131742586716 0.992726287359414 0.776068817597237 0.2 0 SU55
45 6.95913414682501 1.44982448182984 2.10199102811317 1.08109369501586 1.04198326733629 2.1975804087 1.48242382897065 0.991036465180595 0.93417897071102 0.00896353481940493 1.76637723220026 1.32905125266118 0.991036465180595 1.04198326733629 0.2 0 SU55
46 7.49590655283762 1.35787734164896 1.84383087496364 1.01253127606785 1.44223948529332 2.1863365062 1.47862656076509 0.988497898823096 1.29302440847668 0.0115021011769038 1.75733957728741 1.32564685240354 0.988497898823096 1.44223948529332 0.2 0 SU55
47 7.94208165835738 1.34066066972877 1.79737103135759 0.999693283817519 1.77493982212421 2.1645768085 1.47125008360238 0.983566544031061 1.59130334246611 0.0164334559689389 1.73984950755222 1.31903355057869 0.983566544031061 1.77493982212421 0.2 0 SU55
48 8.25478767513988 1.34737071663727 1.81540784805162 1.00469677872118 2.00811598059989 2.1562386624 1.46841365507135 0.981670322417382 1.80035493719662 0.0183296775826176 1.7331474495199 1.31649058087018 0.981670322417383 2.00811598059989 0.2 0 SU55
49 8.71577751070778 1.29638368961419 1.68061067069769 0.966677174187614 2.35186324859322 2.1384257249 1.46233570868662 0.977607067103373 2.10853787934658 0.022392932896627 1.71882971756614 1.31104146294697 0.977607067103373 2.35186324859322 0.2 0 SU55
50 9.07797555720652 1.31376811033267 1.72598664772707 0.979640252039998 2.62194423379126 2.1294903112 1.45927732497973 0.975562463044259 2.35067610235847 0.0244375369557412 1.71164758613765 1.30829950169586 0.975562463044259 2.62194423379126 0.2 0 SU55
51 9.45411053802909 1.30579733226087 1.70510667293961 0.973696665057032 2.90241760235307 2.1163943817 1.45478327653984 0.972558082115418 2.60213150569208 0.0274419178845815 1.70112130386296 1.30427041056023 0.972558082115419 2.90241760235307 0.2 0 SU55
