AgeCat Cor Gen Rep Ref varE
potomciNP0 0.60725634524 42 0 1K 1.5
telF1 0.507811706551 42 0 1K 1.5
genTest1 0.80637393705 43 0 1K 1.5
gpb2 0.81786435934 43 0 1K 1.5
gpb3 0.752106812522 43 0 1K 1.5
gpb4 0.863163740169 43 0 1K 1.5
gpb5 0.899627479059 43 0 1K 1.5
k3 0.692344631971 43 0 1K 1.5
k5 0.741028310064 43 0 1K 1.5
pBM4 0.342016911983 43 0 1K 1.5
pBM5 0.429687593424 43 0 1K 1.5
pBM6 0.476500852708 43 0 1K 1.5
potomciNP0 0.721390450747 43 0 1K 1.5
telF1 0.529277895301 43 0 1K 1.5
genTest1 0.816912504817 44 0 1K 1.5
gpb2 0.451767091948 44 0 1K 1.5
gpb3 0.150158757743 44 0 1K 1.5
gpb4 0.735859313895 44 0 1K 1.5
gpb5 0.991015748394 44 0 1K 1.5
k3 0.721225980836 44 0 1K 1.5
k5 0.712276163237 44 0 1K 1.5
pBM4 0.443029880426 44 0 1K 1.5
pBM5 0.394586291124 44 0 1K 1.5
pBM6 0.428227811643 44 0 1K 1.5
potomciNP0 0.662506839703 44 0 1K 1.5
telF1 0.569416656762 44 0 1K 1.5
genTest1 0.783809636407 45 0 1K 1.5
gpb2 0.660637264029 45 0 1K 1.5
gpb3 0.263342229127 45 0 1K 1.5
gpb4 -0.304214410439 45 0 1K 1.5
gpb5 0.975923686572 45 0 1K 1.5
k3 0.734258288275 45 0 1K 1.5
k5 0.710986557119 45 0 1K 1.5
pBM4 0.593985491492 45 0 1K 1.5
pBM5 0.508114237955 45 0 1K 1.5
pBM6 0.570647853222 45 0 1K 1.5
potomciNP0 0.581509564784 45 0 1K 1.5
telF1 0.54122670031 45 0 1K 1.5
genTest1 0.717900915205 46 0 1K 1.5
gpb2 0.553954416036 46 0 1K 1.5
gpb3 0.822938557862 46 0 1K 1.5
gpb4 0.776291638435 46 0 1K 1.5
gpb5 0.96961608316 46 0 1K 1.5
k3 0.728708702099 46 0 1K 1.5
k5 0.723922197546 46 0 1K 1.5
pBM4 0.401377383578 46 0 1K 1.5
pBM5 0.647567366334 46 0 1K 1.5
pBM6 0.465274297253 46 0 1K 1.5
potomciNP0 0.736702587889 46 0 1K 1.5
telF1 0.570663260202 46 0 1K 1.5
genTest1 0.860860023584 47 0 1K 1.5
gpb2 0.643019069144 47 0 1K 1.5
gpb3 0.125830508955 47 0 1K 1.5
gpb4 0.640604012159 47 0 1K 1.5
gpb5 0.966117111471 47 0 1K 1.5
k3 0.723957660745 47 0 1K 1.5
k5 0.741977390496 47 0 1K 1.5
pBM4 0.498943709626 47 0 1K 1.5
pBM5 0.469894353628 47 0 1K 1.5
pBM6 0.614438174965 47 0 1K 1.5
potomciNP0 0.665453166874 47 0 1K 1.5
telF1 0.496713242263 47 0 1K 1.5
genTest1 0.767090952694 48 0 1K 1.5
gpb2 0.484831030056 48 0 1K 1.5
gpb3 0.541786144703 48 0 1K 1.5
gpb4 0.435860653886 48 0 1K 1.5
gpb5 0.885327621062 48 0 1K 1.5
k3 0.736550755094 48 0 1K 1.5
k5 0.752934237736 48 0 1K 1.5
pBM4 0.423051640808 48 0 1K 1.5
pBM5 0.485993095823 48 0 1K 1.5
pBM6 0.627755139103 48 0 1K 1.5
potomciNP0 0.574372585775 48 0 1K 1.5
telF1 0.482332278257 48 0 1K 1.5
genTest1 0.771232450393 49 0 1K 1.5
gpb2 0.324703964416 49 0 1K 1.5
gpb3 0.684264224316 49 0 1K 1.5
gpb4 0.633590282706 49 0 1K 1.5
gpb5 0.896051223282 49 0 1K 1.5
k3 0.715773225325 49 0 1K 1.5
k5 0.728816021037 49 0 1K 1.5
pBM4 0.381061215367 49 0 1K 1.5
pBM5 0.528336989668 49 0 1K 1.5
pBM6 0.552888828345 49 0 1K 1.5
potomciNP0 0.604767063411 49 0 1K 1.5
telF1 0.496215359248 49 0 1K 1.5
genTest1 0.795295509965 50 0 1K 1.5
gpb2 0.690704913708 50 0 1K 1.5
gpb3 0.506833027162 50 0 1K 1.5
gpb4 0.772125176804 50 0 1K 1.5
gpb5 0.952927865231 50 0 1K 1.5
k3 0.71606246724 50 0 1K 1.5
k5 0.751592022024 50 0 1K 1.5
pBM4 0.395118639109 50 0 1K 1.5
pBM5 0.449699700438 50 0 1K 1.5
pBM6 0.585124314444 50 0 1K 1.5
potomciNP0 0.682682871597 50 0 1K 1.5
telF1 0.496645697687 50 0 1K 1.5
genTest1 0.787113447208 51 0 1K 1.5
gpb2 0.773208203355 51 0 1K 1.5
gpb3 0.362123366206 51 0 1K 1.5
gpb4 0.303296955879 51 0 1K 1.5
gpb5 0.956419436732 51 0 1K 1.5
k3 0.714777050168 51 0 1K 1.5
k5 0.739444273677 51 0 1K 1.5
pBM4 0.488108108074 51 0 1K 1.5
pBM5 0.361191031378 51 0 1K 1.5
pBM6 0.445218875508 51 0 1K 1.5
potomciNP0 0.602027248837 51 0 1K 1.5
telF1 0.475479784564 51 0 1K 1.5
genTest1 0.757382898701 52 0 1K 1.5
gpb2 0.228851429139 52 0 1K 1.5
gpb3 0.672990524381 52 0 1K 1.5
gpb4 0.712184663538 52 0 1K 1.5
gpb5 0.96270055785 52 0 1K 1.5
k3 0.723125146205 52 0 1K 1.5
k5 0.729850763256 52 0 1K 1.5
pBM4 0.166889347737 52 0 1K 1.5
pBM5 0.482084114519 52 0 1K 1.5
pBM6 0.475308895869 52 0 1K 1.5
potomciNP0 0.56326661382 52 0 1K 1.5
telF1 0.479465283851 52 0 1K 1.5
genTest1 0.746159081031 53 0 1K 1.5
gpb2 -0.0953504337094 53 0 1K 1.5
gpb3 0.816536022141 53 0 1K 1.5
gpb4 0.565960579739 53 0 1K 1.5
gpb5 0.951962284705 53 0 1K 1.5
k3 0.716644349282 53 0 1K 1.5
k5 0.727994025477 53 0 1K 1.5
pBM4 0.539180206735 53 0 1K 1.5
pBM5 0.274956912599 53 0 1K 1.5
pBM6 0.560736525775 53 0 1K 1.5
potomciNP0 0.619208323662 53 0 1K 1.5
telF1 0.497646665589 53 0 1K 1.5
genTest1 0.817615624591 54 0 1K 1.5
gpb2 0.570602474104 54 0 1K 1.5
gpb3 0.515910216557 54 0 1K 1.5
gpb4 0.924061889598 54 0 1K 1.5
gpb5 0.867680605138 54 0 1K 1.5
k3 0.702226157882 54 0 1K 1.5
k5 0.729880878683 54 0 1K 1.5
pBM4 0.533327759988 54 0 1K 1.5
pBM5 0.542249604319 54 0 1K 1.5
pBM6 0.329047662322 54 0 1K 1.5
potomciNP0 0.686272043997 54 0 1K 1.5
telF1 0.530124708096 54 0 1K 1.5
genTest1 0.864896304196 55 0 1K 1.5
gpb2 0.91742865135 55 0 1K 1.5
gpb3 0.592088160281 55 0 1K 1.5
gpb4 0.817326623099 55 0 1K 1.5
gpb5 0.950253114384 55 0 1K 1.5
k3 0.713568878092 55 0 1K 1.5
k5 0.725839059944 55 0 1K 1.5
pBM4 0.61672109132 55 0 1K 1.5
pBM5 0.603991249128 55 0 1K 1.5
pBM6 0.604137158738 55 0 1K 1.5
potomciNP0 0.572641838942 55 0 1K 1.5
telF1 0.481354600481 55 0 1K 1.5
genTest1 0.781891727639 56 0 1K 1.5
gpb2 0.806395417379 56 0 1K 1.5
gpb3 0.74491817263 56 0 1K 1.5
gpb4 0.530809283957 56 0 1K 1.5
gpb5 0.969426226745 56 0 1K 1.5
k3 0.703677258694 56 0 1K 1.5
k5 0.718909476016 56 0 1K 1.5
pBM4 0.445402562558 56 0 1K 1.5
pBM5 0.622107940917 56 0 1K 1.5
pBM6 0.67200744234 56 0 1K 1.5
potomciNP0 0.647328765433 56 0 1K 1.5
telF1 0.4995861011 56 0 1K 1.5
genTest1 0.825255367908 57 0 1K 1.5
gpb2 0.895669476339 57 0 1K 1.5
gpb3 0.378551379521 57 0 1K 1.5
gpb4 0.607634119245 57 0 1K 1.5
gpb5 0.953518120996 57 0 1K 1.5
k3 0.689730556382 57 0 1K 1.5
k5 0.716654446993 57 0 1K 1.5
pBM4 0.324338053714 57 0 1K 1.5
pBM5 0.473673780955 57 0 1K 1.5
pBM6 0.624646887185 57 0 1K 1.5
potomciNP0 0.701883238463 57 0 1K 1.5
telF1 0.493835718712 57 0 1K 1.5
genTest1 0.882175879562 58 0 1K 1.5
gpb2 0.747078365036 58 0 1K 1.5
gpb3 0.245695746461 58 0 1K 1.5
gpb4 0.616674937251 58 0 1K 1.5
gpb5 0.990744967056 58 0 1K 1.5
k3 0.711767847692 58 0 1K 1.5
k5 0.723941228398 58 0 1K 1.5
pBM4 0.644580085455 58 0 1K 1.5
pBM5 0.442837615272 58 0 1K 1.5
pBM6 0.480135400458 58 0 1K 1.5
potomciNP0 0.478139128547 58 0 1K 1.5
telF1 0.492389692674 58 0 1K 1.5
genTest1 0.637716545073 59 0 1K 1.5
gpb2 -0.660483234574 59 0 1K 1.5
gpb3 0.982798790495 59 0 1K 1.5
gpb4 0.182067677355 59 0 1K 1.5
gpb5 0.76671621853 59 0 1K 1.5
k3 0.688772085735 59 0 1K 1.5
k5 0.72789893785 59 0 1K 1.5
pBM4 0.493672238608 59 0 1K 1.5
pBM5 0.689841299218 59 0 1K 1.5
pBM6 0.469650826422 59 0 1K 1.5
potomciNP0 0.619513953292 59 0 1K 1.5
telF1 0.501598047121 59 0 1K 1.5
genTest1 0.862932472521 60 0 1K 1.5
gpb2 0.897537348812 60 0 1K 1.5
gpb3 0.271804497181 60 0 1K 1.5
gpb4 0.967249325102 60 0 1K 1.5
gpb5 0.993071727516 60 0 1K 1.5
k3 0.704399374457 60 0 1K 1.5
k5 0.721364111201 60 0 1K 1.5
pBM4 0.360972953617 60 0 1K 1.5
pBM5 0.479862549925 60 0 1K 1.5
pBM6 0.76668087092 60 0 1K 1.5
potomciNP0 0.657998354412 60 0 1K 1.5
telF1 0.492427211176 60 0 1K 1.5
k3 0.793199603744 21 0 1K 1.8
k5 0.693529913753 21 0 1K 1.8
pBM4 0.762849820715 21 0 1K 1.8
pBM5 0.591466069339 21 0 1K 1.8
pBM6 0.691009956219 21 0 1K 1.8
potomciNP0 0.268178292175 21 0 1K 1.8
telF1 0.304836435397 21 0 1K 1.8
k3 0.744357716807 22 0 1K 1.8
k5 0.732495421153 22 0 1K 1.8
pBM4 0.324386269386 22 0 1K 1.8
pBM5 0.775824203703 22 0 1K 1.8
pBM6 0.697768169924 22 0 1K 1.8
potomciNP0 0.397773960636 22 0 1K 1.8
telF1 0.269591750954 22 0 1K 1.8
k3 0.740045952181 23 0 1K 1.8
k5 0.810216203971 23 0 1K 1.8
pBM4 0.509460592651 23 0 1K 1.8
pBM5 0.354193654616 23 0 1K 1.8
pBM6 0.798137448956 23 0 1K 1.8
potomciNP0 0.20142472262 23 0 1K 1.8
telF1 0.326091794788 23 0 1K 1.8
k3 0.767314102659 24 0 1K 1.8
k5 0.76815065613 24 0 1K 1.8
pBM4 0.587289297533 24 0 1K 1.8
pBM5 0.508721186607 24 0 1K 1.8
pBM6 0.387503374584 24 0 1K 1.8
potomciNP0 0.354746171629 24 0 1K 1.8
telF1 0.518681986781 24 0 1K 1.8
k3 0.748086964343 25 0 1K 1.8
k5 0.749866075188 25 0 1K 1.8
pBM4 0.523217534972 25 0 1K 1.8
pBM5 0.608803171093 25 0 1K 1.8
pBM6 0.570347161122 25 0 1K 1.8
potomciNP0 0.549587009271 25 0 1K 1.8
telF1 0.543131422888 25 0 1K 1.8
k3 0.745639403751 26 0 1K 1.8
k5 0.769948479373 26 0 1K 1.8
pBM4 0.257520892419 26 0 1K 1.8
pBM5 0.511342564388 26 0 1K 1.8
pBM6 0.586353356716 26 0 1K 1.8
potomciNP0 0.400003163731 26 0 1K 1.8
telF1 0.565951942826 26 0 1K 1.8
k3 0.757456367979 27 0 1K 1.8
k5 0.759991546802 27 0 1K 1.8
pBM4 0.278504928787 27 0 1K 1.8
pBM5 0.338658396601 27 0 1K 1.8
pBM6 0.467775282641 27 0 1K 1.8
potomciNP0 0.40916818243 27 0 1K 1.8
telF1 0.473317530947 27 0 1K 1.8
k3 0.760132859866 28 0 1K 1.8
k5 0.750674511763 28 0 1K 1.8
pBM4 0.221230470435 28 0 1K 1.8
pBM5 0.275009714232 28 0 1K 1.8
pBM6 0.35370536911 28 0 1K 1.8
potomciNP0 0.359166603375 28 0 1K 1.8
telF1 0.530537900176 28 0 1K 1.8
k3 0.737084122172 29 0 1K 1.8
k5 0.762579137835 29 0 1K 1.8
pBM4 0.275082078748 29 0 1K 1.8
pBM5 0.273267265544 29 0 1K 1.8
pBM6 0.295369145999 29 0 1K 1.8
potomciNP0 0.485802881596 29 0 1K 1.8
telF1 0.499937250991 29 0 1K 1.8
k3 0.727639216442 30 0 1K 1.8
k5 0.760641844005 30 0 1K 1.8
pBM4 0.435646632864 30 0 1K 1.8
pBM5 0.209915454829 30 0 1K 1.8
pBM6 0.27076315758 30 0 1K 1.8
potomciNP0 0.505832987333 30 0 1K 1.8
telF1 0.508068583238 30 0 1K 1.8
k3 0.705278526632 31 0 1K 1.8
k5 0.739605881906 31 0 1K 1.8
pBM4 0.472804407045 31 0 1K 1.8
pBM5 0.47607494141 31 0 1K 1.8
pBM6 0.237560933932 31 0 1K 1.8
potomciNP0 0.460625272006 31 0 1K 1.8
telF1 0.534774751314 31 0 1K 1.8
k3 0.720838383306 32 0 1K 1.8
k5 0.731551254113 32 0 1K 1.8
pBM4 0.460630125198 32 0 1K 1.8
pBM5 0.408651025769 32 0 1K 1.8
pBM6 0.41760030913 32 0 1K 1.8
potomciNP0 0.46694744238 32 0 1K 1.8
telF1 0.506983011595 32 0 1K 1.8
k3 0.721501249199 33 0 1K 1.8
k5 0.721000754877 33 0 1K 1.8
pBM4 0.467584809311 33 0 1K 1.8
pBM5 0.441355621837 33 0 1K 1.8
pBM6 0.448185491726 33 0 1K 1.8
potomciNP0 0.523544082634 33 0 1K 1.8
telF1 0.496480420567 33 0 1K 1.8
k3 0.71385555689 34 0 1K 1.8
k5 0.711453628474 34 0 1K 1.8
pBM4 0.432290751446 34 0 1K 1.8
pBM5 0.509163534339 34 0 1K 1.8
pBM6 0.470691991412 34 0 1K 1.8
potomciNP0 0.212820639079 34 0 1K 1.8
telF1 0.444091867017 34 0 1K 1.8
k3 0.718833747898 35 0 1K 1.8
k5 0.725441805645 35 0 1K 1.8
pBM4 0.310346676233 35 0 1K 1.8
pBM5 0.45446545604 35 0 1K 1.8
pBM6 0.515653654404 35 0 1K 1.8
potomciNP0 0.479754854881 35 0 1K 1.8
telF1 0.452623316492 35 0 1K 1.8
k3 0.709419155551 36 0 1K 1.8
k5 0.736912008096 36 0 1K 1.8
pBM4 0.502905761761 36 0 1K 1.8
pBM5 0.294119550128 36 0 1K 1.8
pBM6 0.446348046953 36 0 1K 1.8
potomciNP0 0.285811988808 36 0 1K 1.8
telF1 0.486974655961 36 0 1K 1.8
k3 0.678921683744 37 0 1K 1.8
k5 0.727069832212 37 0 1K 1.8
pBM4 0.212467162389 37 0 1K 1.8
pBM5 0.470758931373 37 0 1K 1.8
pBM6 0.222077676523 37 0 1K 1.8
potomciNP0 0.377826308609 37 0 1K 1.8
telF1 0.452987222034 37 0 1K 1.8
k3 0.701978076916 38 0 1K 1.8
k5 0.722651379888 38 0 1K 1.8
pBM4 0.0415752798947 38 0 1K 1.8
pBM5 0.172213274139 38 0 1K 1.8
pBM6 0.46598070611 38 0 1K 1.8
potomciNP0 0.453436258575 38 0 1K 1.8
telF1 0.500571707496 38 0 1K 1.8
k3 0.689226295845 39 0 1K 1.8
k5 0.699090653399 39 0 1K 1.8
pBM4 0.486948696374 39 0 1K 1.8
pBM5 0.0953149783603 39 0 1K 1.8
pBM6 0.158450173317 39 0 1K 1.8
potomciNP0 0.318456511227 39 0 1K 1.8
telF1 0.453410784529 39 0 1K 1.8
k3 0.699398925732 40 0 1K 1.8
k5 0.720626969122 40 0 1K 1.8
pBM4 0.410744095397 40 0 1K 1.8
pBM5 0.467820684599 40 0 1K 1.8
pBM6 0.110145029391 40 0 1K 1.8
potomciNP0 0.33909365574 40 0 1K 1.8
telF1 0.458615361072 40 0 1K 1.8
k3 0.656681360509 40 0 1K 1.8
k5 0.630727788909 40 0 1K 1.8
pBM4 0.716603135255 40 0 1K 1.8
pBM5 0.764495767251 40 0 1K 1.8
k3 0.788761373901 21 0 1K 1.8
k5 0.701074234749 21 0 1K 1.8
pBM4 0.803900984071 21 0 1K 1.8
pBM5 0.557976166781 21 0 1K 1.8
pBM6 0.75582098496 21 0 1K 1.8
potomciNP0 0.303640564982 21 0 1K 1.8
telF1 0.274982499756 21 0 1K 1.8
k3 0.748651435664 22 0 1K 1.8
k5 0.754185417309 22 0 1K 1.8
pBM4 0.486272176119 22 0 1K 1.8
pBM5 0.791761619051 22 0 1K 1.8
pBM6 0.674182831776 22 0 1K 1.8
potomciNP0 0.18239605565 22 0 1K 1.8
telF1 0.262379100257 22 0 1K 1.8
k3 0.743655758994 23 0 1K 1.8
k5 0.806173359848 23 0 1K 1.8
pBM4 0.500491874439 23 0 1K 1.8
pBM5 0.574379739362 23 0 1K 1.8
pBM6 0.792075872576 23 0 1K 1.8
potomciNP0 0.186324005818 23 0 1K 1.8
telF1 0.290952519469 23 0 1K 1.8
k3 0.766630770145 24 0 1K 1.8
k5 0.779510939446 24 0 1K 1.8
pBM4 0.453356522103 24 0 1K 1.8
pBM5 0.499433593941 24 0 1K 1.8
pBM6 0.666368199325 24 0 1K 1.8
potomciNP0 0.513863804228 24 0 1K 1.8
telF1 0.50142459594 24 0 1K 1.8
k3 0.754938396859 25 0 1K 1.8
k5 0.757009812062 25 0 1K 1.8
pBM4 0.163466686038 25 0 1K 1.8
pBM5 0.455797583037 25 0 1K 1.8
pBM6 0.481079325391 25 0 1K 1.8
potomciNP0 0.464646251365 25 0 1K 1.8
telF1 0.509142060198 25 0 1K 1.8
k3 0.739551466189 26 0 1K 1.8
k5 0.783810888556 26 0 1K 1.8
pBM4 0.1397372532 26 0 1K 1.8
pBM5 0.165950779503 26 0 1K 1.8
pBM6 0.506055143003 26 0 1K 1.8
potomciNP0 0.397979557149 26 0 1K 1.8
telF1 0.515921749437 26 0 1K 1.8
k3 0.744273782603 27 0 1K 1.8
k5 0.779800109601 27 0 1K 1.8
pBM4 0.46194470739 27 0 1K 1.8
pBM5 0.172989007679 27 0 1K 1.8
pBM6 0.214424366234 27 0 1K 1.8
potomciNP0 0.398876523791 27 0 1K 1.8
telF1 0.523280509265 27 0 1K 1.8
k3 0.739364238574 28 0 1K 1.8
k5 0.748435983522 28 0 1K 1.8
pBM4 0.468843144443 28 0 1K 1.8
pBM5 0.370325977256 28 0 1K 1.8
pBM6 0.23165101358 28 0 1K 1.8
potomciNP0 0.496226089618 28 0 1K 1.8
telF1 0.511737060049 28 0 1K 1.8
k3 0.717543410387 29 0 1K 1.8
k5 0.739953656029 29 0 1K 1.8
pBM4 0.363651728853 29 0 1K 1.8
pBM5 0.487935505859 29 0 1K 1.8
pBM6 0.357922742812 29 0 1K 1.8
potomciNP0 0.536291444932 29 0 1K 1.8
telF1 0.474491446714 29 0 1K 1.8
k3 0.712541166342 30 0 1K 1.8
k5 0.753184926848 30 0 1K 1.8
pBM4 0.487584567128 30 0 1K 1.8
pBM5 0.420674080609 30 0 1K 1.8
pBM6 0.407828531038 30 0 1K 1.8
potomciNP0 0.428083468922 30 0 1K 1.8
telF1 0.491269951367 30 0 1K 1.8
k3 0.701219046625 31 0 1K 1.8
k5 0.724134470971 31 0 1K 1.8
pBM4 0.0272979404953 31 0 1K 1.8
pBM5 0.547846099331 31 0 1K 1.8
pBM6 0.404953169887 31 0 1K 1.8
potomciNP0 0.329049909774 31 0 1K 1.8
telF1 0.465201310522 31 0 1K 1.8
k3 0.703567284605 32 0 1K 1.8
k5 0.720328650107 32 0 1K 1.8
pBM4 0.691054158408 32 0 1K 1.8
pBM5 0.0565650944714 32 0 1K 1.8
pBM6 0.503543837712 32 0 1K 1.8
potomciNP0 0.26818865119 32 0 1K 1.8
telF1 0.481953582897 32 0 1K 1.8
k3 0.695380850338 33 0 1K 1.8
k5 0.720521617379 33 0 1K 1.8
pBM4 0.293256779172 33 0 1K 1.8
pBM5 0.614074357166 33 0 1K 1.8
pBM6 0.00195357860937 33 0 1K 1.8
potomciNP0 0.405880977142 33 0 1K 1.8
telF1 0.422402453211 33 0 1K 1.8
k3 0.714384138542 34 0 1K 1.8
k5 0.712367786617 34 0 1K 1.8
pBM4 0.184130113355 34 0 1K 1.8
pBM5 0.281929508994 34 0 1K 1.8
pBM6 0.653419305065 34 0 1K 1.8
potomciNP0 0.344302645 34 0 1K 1.8
telF1 0.451213358289 34 0 1K 1.8
k3 0.683834973449 35 0 1K 1.8
k5 0.699367530733 35 0 1K 1.8
pBM4 0.357051355062 35 0 1K 1.8
pBM5 0.203656894789 35 0 1K 1.8
pBM6 0.179282640797 35 0 1K 1.8
potomciNP0 0.245525225289 35 0 1K 1.8
telF1 0.376939644564 35 0 1K 1.8
k3 0.691919059669 36 0 1K 1.8
k5 0.724456893919 36 0 1K 1.8
pBM4 0.394872569208 36 0 1K 1.8
pBM5 0.348479872224 36 0 1K 1.8
pBM6 0.247138107635 36 0 1K 1.8
potomciNP0 0.221412691721 36 0 1K 1.8
telF1 0.411580921031 36 0 1K 1.8
k3 0.685198962761 37 0 1K 1.8
k5 0.693141432446 37 0 1K 1.8
pBM4 0.358007963707 37 0 1K 1.8
pBM5 0.458199420012 37 0 1K 1.8
pBM6 0.340995878549 37 0 1K 1.8
potomciNP0 0.198360942312 37 0 1K 1.8
telF1 0.44202326987 37 0 1K 1.8
k3 0.675478874902 38 0 1K 1.8
k5 0.711484230316 38 0 1K 1.8
pBM4 0.378900485085 38 0 1K 1.8
pBM5 0.448278337468 38 0 1K 1.8
pBM6 0.539173285435 38 0 1K 1.8
potomciNP0 0.399874773345 38 0 1K 1.8
telF1 0.428573120937 38 0 1K 1.8
k3 0.680084975233 39 0 1K 1.8
k5 0.708536007378 39 0 1K 1.8
pBM4 0.28231925156 39 0 1K 1.8
pBM5 0.38078653164 39 0 1K 1.8
pBM6 0.493664687733 39 0 1K 1.8
potomciNP0 0.341759291484 39 0 1K 1.8
telF1 0.392623708271 39 0 1K 1.8
k3 0.670817563665 40 0 1K 1.8
k5 0.686314052112 40 0 1K 1.8
pBM4 0.141821260966 40 0 1K 1.8
pBM5 0.193351414242 40 0 1K 1.8
pBM6 0.35620290936 40 0 1K 1.8
potomciNP0 0.284140440054 40 0 1K 1.8
telF1 0.38081303425 40 0 1K 1.8
genTest1 0.769889507157 41 0 1K 1.8
gpb2 0.152151133285 41 0 1K 1.8
gpb3 -0.0922801333877 41 0 1K 1.8
gpb4 0.302459704551 41 0 1K 1.8
gpb5 0.779545255324 41 0 1K 1.8
k3 0.694923664508 41 0 1K 1.8
k5 0.714612145393 41 0 1K 1.8
pBM4 0.445419026884 41 0 1K 1.8
pBM5 0.22437748365 41 0 1K 1.8
pBM6 0.278861482913 41 0 1K 1.8
potomciNP0 0.345794844087 41 0 1K 1.8
telF1 0.453513259711 41 0 1K 1.8
genTest1 0.473329164808 42 0 1K 1.8
gpb2 0.693542425613 42 0 1K 1.8
gpb3 0.143323867342 42 0 1K 1.8
gpb4 -0.13697665434 42 0 1K 1.8
gpb5 0.982134540695 42 0 1K 1.8
k3 0.700937765822 42 0 1K 1.8
k5 0.701433170786 42 0 1K 1.8
pBM4 0.473979539782 42 0 1K 1.8
pBM5 0.543143727286 42 0 1K 1.8
pBM6 0.212294938731 42 0 1K 1.8
potomciNP0 0.570055808124 42 0 1K 1.8
telF1 0.422867406323 42 0 1K 1.8
genTest1 0.78810041004 43 0 1K 1.8
gpb2 -0.554135510845 43 0 1K 1.8
gpb3 0.477783108187 43 0 1K 1.8
gpb4 0.650757218781 43 0 1K 1.8
gpb5 0.951742057654 43 0 1K 1.8
k3 0.680874667679 43 0 1K 1.8
k5 0.712638834123 43 0 1K 1.8
pBM4 0.338347487241 43 0 1K 1.8
pBM5 0.503450589089 43 0 1K 1.8
pBM6 0.526832782471 43 0 1K 1.8
potomciNP0 0.710594405577 43 0 1K 1.8
telF1 0.514689381591 43 0 1K 1.8
genTest1 0.747443036906 44 0 1K 1.8
gpb2 0.282584317207 44 0 1K 1.8
gpb3 -0.240277784548 44 0 1K 1.8
gpb4 0.682308451219 44 0 1K 1.8
gpb5 0.986658808071 44 0 1K 1.8
k3 0.795972396458 44 0 1K 1.8
k5 0.723876561953 44 0 1K 1.8
pBM4 0.532068054126 44 0 1K 1.8
pBM5 0.250779315927 44 0 1K 1.8
pBM6 0.473192172972 44 0 1K 1.8
potomciNP0 0.586027328649 44 0 1K 1.8
telF1 0.513633539401 44 0 1K 1.8
genTest1 0.753061500499 45 0 1K 1.8
gpb2 0.94222007171 45 0 1K 1.8
gpb3 0.472587430286 45 0 1K 1.8
gpb4 -0.172976201983 45 0 1K 1.8
gpb5 0.925646971344 45 0 1K 1.8
k3 0.79357747333 45 0 1K 1.8
k5 0.700452488922 45 0 1K 1.8
pBM4 0.59206977086 45 0 1K 1.8
pBM5 0.605099374092 45 0 1K 1.8
pBM6 0.338876703889 45 0 1K 1.8
potomciNP0 0.600726083411 45 0 1K 1.8
telF1 0.513163136332 45 0 1K 1.8
genTest1 0.805702372207 46 0 1K 1.8
gpb2 0.792519391925 46 0 1K 1.8
gpb3 0.807871614693 46 0 1K 1.8
gpb4 0.237556993637 46 0 1K 1.8
gpb5 0.993132915164 46 0 1K 1.8
k3 0.783751952301 46 0 1K 1.8
k5 0.834039781206 46 0 1K 1.8
pBM4 0.420119359835 46 0 1K 1.8
pBM5 0.5922696041 46 0 1K 1.8
pBM6 0.605282986905 46 0 1K 1.8
potomciNP0 0.510191141825 46 0 1K 1.8
telF1 0.560316211293 46 0 1K 1.8
genTest1 0.755944954027 47 0 1K 1.8
gpb2 0.723938185183 47 0 1K 1.8
gpb3 0.769997584062 47 0 1K 1.8
gpb4 0.55081323233 47 0 1K 1.8
gpb5 0.98699629131 47 0 1K 1.8
k3 0.773488634772 47 0 1K 1.8
k5 0.826624095645 47 0 1K 1.8
pBM4 0.728260368352 47 0 1K 1.8
pBM5 0.49726894758 47 0 1K 1.8
pBM6 0.638056041487 47 0 1K 1.8
potomciNP0 0.596074210811 47 0 1K 1.8
telF1 0.493153855121 47 0 1K 1.8
genTest1 0.807459753127 48 0 1K 1.8
gpb2 0.517543945017 48 0 1K 1.8
gpb3 0.424041950155 48 0 1K 1.8
gpb4 0.644039362894 48 0 1K 1.8
gpb5 0.99647701285 48 0 1K 1.8
k3 0.782573825622 48 0 1K 1.8
k5 0.820688213745 48 0 1K 1.8
pBM4 0.695131764903 48 0 1K 1.8
pBM5 0.692776506559 48 0 1K 1.8
pBM6 0.486803838284 48 0 1K 1.8
potomciNP0 0.523419535718 48 0 1K 1.8
telF1 0.513744647423 48 0 1K 1.8
genTest1 0.751287145623 49 0 1K 1.8
gpb2 0.933765531911 49 0 1K 1.8
gpb3 0.814581681649 49 0 1K 1.8
gpb4 0.476716770163 49 0 1K 1.8
gpb5 0.874586220917 49 0 1K 1.8
k3 0.751020374187 49 0 1K 1.8
k5 0.814367718847 49 0 1K 1.8
pBM4 0.344468578773 49 0 1K 1.8
pBM5 0.633630087814 49 0 1K 1.8
pBM6 0.6817622917 49 0 1K 1.8
potomciNP0 0.577717301977 49 0 1K 1.8
telF1 0.510970531202 49 0 1K 1.8
genTest1 0.746595028104 50 0 1K 1.8
gpb2 0.984688575273 50 0 1K 1.8
gpb3 0.922733920618 50 0 1K 1.8
gpb4 0.861063674292 50 0 1K 1.8
gpb5 0.995024725017 50 0 1K 1.8
k3 0.772815199762 50 0 1K 1.8
