Generation gvNormUnres1 sd var SDSt zMean AdditGenicVar1 SDGenic SDGenicSt zMeanGenic SDGenicStNeg Genic_Genetic_VAR Genic_Genetic_SD Genic_Genetic_SDSt zMeanGenic_Genetic scenario Rep Repeats
40 5.56175956439435 1.34107199821249 1.79847410438964 1 0 2.2375126815 1.4958317691171 1 0 0 1.79847410438964 1.34107199821249 1 0 1_1 0 1
41 6.06272317291669 1.38621872165311 1.92160234426159 1.0336646529797 0.373554596017268 2.2223252671 1.49074654690192 0.996600404991944 0.334906383769363 0.00339959500805587 1.78626672262289 1.33651289654192 0.996600404991944 0.373554596017268 1_1 0 1
42 6.43391648968596 1.38663351441522 1.9227525032995 1.03397395237799 0.650343103468049 2.2202638846 1.49005499381734 0.996138084897629 0.583058164225506 0.00386191510237122 1.78460981892078 1.33589289200923 0.996138084897629 0.650343103468049 1_1 0 1
43 6.86527548349359 1.43338464727998 2.05459154705794 1.06883496873436 0.971995478868164 2.2151069267 1.48832352890761 0.994980558399342 0.871432166378323 0.00501944160065837 1.78046474509963 1.33434056563519 0.994980558399342 0.971995478868164 1_1 0 1
44 7.02741390950022 1.43970219557003 2.07274241192915 1.0735457883611 1.09289758272444 2.2008905075 1.48353985706485 0.991782557165833 0.979825656444611 0.00821744283416714 1.76903783252847 1.33005181573068 0.991782557165833 1.09289758272444 1_1 0 1
40 5.56175956439435 1.34107199821249 1.79847410438964 1 0 2.2375126815 1.4958317691171 1 0 0 1.79847410438964 1.34107199821249 1 0 1_2 0 1
41 6.05464887533773 1.37837336980231 1.89991314658017 1.02781459283285 0.367533817423933 2.2234727681 1.49113137184488 0.996857669846794 0.329508519019022 0.00314233015320597 1.78718906413644 1.33685790723489 0.996857669846794 0.367533817423933 1_2 0 1
42 6.45936331237363 1.39297105756365 1.94036836720999 1.03869968161317 0.669318089689214 2.219803806 1.48990060272489 0.996034870688894 0.600069985483115 0.00396512931110571 1.78424001567679 1.33575447432408 0.996034870688894 0.669318089689214 1_2 0 1
43 6.52642766718806 1.38584417514151 1.92056407777365 1.03338536408835 0.719326109321129 2.2174557853 1.48911241526622 0.995507948159941 0.644904141435028 0.00449205184005874 1.78235271713299 1.33504783327527 0.995507948159941 0.719326109321129 1_2 0 1
40 5.56175956439435 1.34107199821249 1.79847410438964 1 0 2.2375126815 1.4958317691171 1 0 0 1.79847410438964 1.34107199821249 1 0 2_1 0 1
