AgeCat Cor Gen Rep Ref sc
k3 0.664701991141 51 0 10K 5
k5 0.670391461634 51 0 10K 5
potomciNP0 0.369805157005 51 0 10K 5
telF1 0.52106503651 51 0 10K 5
vhlevljeni1 0.345277125501 51 0 10K 5
cak5 0.968843734908 52 0 10K 5
k3 0.676844627054 52 0 10K 5
k5 0.691749963338 52 0 10K 5
potomciNP0 0.438131543159 52 0 10K 5
telF1 0.527594523979 52 0 10K 5
vhlevljeni1 0.39751202539 52 0 10K 5
cak5 0.804890362925 53 0 10K 5
k3 0.660796910587 53 0 10K 5
k5 0.696374458823 53 0 10K 5
potomciNP0 0.311661483109 53 0 10K 5
telF1 0.472450873915 53 0 10K 5
vhlevljeni1 0.419081847567 53 0 10K 5
cak5 0.963366749698 54 0 10K 5
k3 0.699560227234 54 0 10K 5
k5 0.716631114051 54 0 10K 5
potomciNP0 0.424646592641 54 0 10K 5
telF1 0.478477371515 54 0 10K 5
vhlevljeni1 0.225768796453 54 0 10K 5
cak5 0.979018620861 55 0 10K 5
k3 0.6796260391 55 0 10K 5
k5 0.686260454358 55 0 10K 5
potomciNP0 0.40108260519 55 0 10K 5
telF1 0.439492138893 55 0 10K 5
vhlevljeni1 0.351204069434 55 0 10K 5
cak5 0.930680786878 56 0 10K 5
k3 0.653553712605 56 0 10K 5
k5 0.723177590976 56 0 10K 5
potomciNP0 0.286889290162 56 0 10K 5
telF1 0.388304402817 56 0 10K 5
vhlevljeni1 0.527800502665 56 0 10K 5
cak5 0.966185237784 57 0 10K 5
k3 0.662564895425 57 0 10K 5
k5 0.696698894242 57 0 10K 5
potomciNP0 0.325572425639 57 0 10K 5
telF1 0.403525933795 57 0 10K 5
vhlevljeni1 0.187457174508 57 0 10K 5
cak5 0.982062321957 58 0 10K 5
k3 0.673970354151 58 0 10K 5
k5 0.684785918569 58 0 10K 5
potomciNP0 0.498000322559 58 0 10K 5
telF1 0.451184653114 58 0 10K 5
vhlevljeni1 0.396718371165 58 0 10K 5
cak5 0.957709495087 59 0 10K 5
k3 0.671505028332 59 0 10K 5
k5 0.697433136551 59 0 10K 5
potomciNP0 0.453556763438 59 0 10K 5
telF1 0.474443242964 59 0 10K 5
vhlevljeni1 -0.0250312641561 59 0 10K 5
cak5 0.736156419328 60 0 10K 5
k3 0.646227314616 60 0 10K 5
k5 0.703167658545 60 0 10K 5
potomciNP0 0.30121310721 60 0 10K 5
telF1 0.507045077599 60 0 10K 5
vhlevljeni1 0.401238091357 60 0 10K 5
cak5 0.00435976373031 21 0 10K 9
k3 0.793199603744 21 0 10K 9
k5 0.693529913753 21 0 10K 9
potomciNP0 0.268178292175 21 0 10K 9
telF1 0.304836435397 21 0 10K 9
vhlevljeni1 -0.088843438454 21 0 10K 9
cak5 0.395617051129 22 0 10K 9
k3 0.744357716807 22 0 10K 9
k5 0.732495421153 22 0 10K 9
potomciNP0 0.397773960636 22 0 10K 9
telF1 0.269591750954 22 0 10K 9
vhlevljeni1 0.169978236577 22 0 10K 9
cak5 0.799123169308 23 0 10K 9
k3 0.740045952181 23 0 10K 9
k5 0.810216203971 23 0 10K 9
potomciNP0 0.20142472262 23 0 10K 9
telF1 0.326091794788 23 0 10K 9
vhlevljeni1 0.512740648825 23 0 10K 9
cak5 0.97898686122 24 0 10K 9
k3 0.767314102659 24 0 10K 9
k5 0.76815065613 24 0 10K 9
potomciNP0 0.354746171629 24 0 10K 9
telF1 0.518681986781 24 0 10K 9
vhlevljeni1 0.580545895059 24 0 10K 9
cak5 0.861435116673 25 0 10K 9
k3 0.748086964343 25 0 10K 9
k5 0.749866075188 25 0 10K 9
potomciNP0 0.549587009271 25 0 10K 9
telF1 0.543131422888 25 0 10K 9
vhlevljeni1 0.490928984984 25 0 10K 9
cak5 0.993575528933 26 0 10K 9
k3 0.745639403751 26 0 10K 9
k5 0.769948479373 26 0 10K 9
potomciNP0 0.400003163731 26 0 10K 9
telF1 0.565951942826 26 0 10K 9
vhlevljeni1 0.622253773297 26 0 10K 9
cak5 0.979611940318 27 0 10K 9
k3 0.757456367979 27 0 10K 9
k5 0.759991546802 27 0 10K 9
potomciNP0 0.40916818243 27 0 10K 9
telF1 0.473317530947 27 0 10K 9
vhlevljeni1 0.427794119656 27 0 10K 9
cak5 0.984017331915 28 0 10K 9
k3 0.760132859866 28 0 10K 9
k5 0.750674511763 28 0 10K 9
potomciNP0 0.359166603375 28 0 10K 9
telF1 0.530537900176 28 0 10K 9
vhlevljeni1 0.395722113961 28 0 10K 9
cak5 0.974633655137 29 0 10K 9
k3 0.737084122172 29 0 10K 9
k5 0.762579137835 29 0 10K 9
potomciNP0 0.485802881596 29 0 10K 9
telF1 0.499937250991 29 0 10K 9
vhlevljeni1 0.150879665127 29 0 10K 9
cak5 0.967871458237 30 0 10K 9
k3 0.727639216442 30 0 10K 9
k5 0.760641844005 30 0 10K 9
potomciNP0 0.505832987333 30 0 10K 9
telF1 0.508068583238 30 0 10K 9
vhlevljeni1 0.545837135342 30 0 10K 9
cak5 0.943409895275 31 0 10K 9
k3 0.705278526632 31 0 10K 9
k5 0.739605881906 31 0 10K 9
potomciNP0 0.460625272006 31 0 10K 9
telF1 0.534774751314 31 0 10K 9
vhlevljeni1 0.682107209016 31 0 10K 9
cak5 0.913948192208 32 0 10K 9
k3 0.720838383306 32 0 10K 9
k5 0.731551254113 32 0 10K 9
potomciNP0 0.46694744238 32 0 10K 9
telF1 0.506983011595 32 0 10K 9
vhlevljeni1 0.239186199833 32 0 10K 9
cak5 0.929028934507 33 0 10K 9
k3 0.721501249199 33 0 10K 9
k5 0.721000754877 33 0 10K 9
potomciNP0 0.523544082634 33 0 10K 9
telF1 0.496480420567 33 0 10K 9
vhlevljeni1 0.648161885968 33 0 10K 9
cak5 0.892678714664 34 0 10K 9
k3 0.71385555689 34 0 10K 9
k5 0.711453628474 34 0 10K 9
potomciNP0 0.212820639079 34 0 10K 9
telF1 0.444091867017 34 0 10K 9
vhlevljeni1 0.526781135667 34 0 10K 9
cak5 0.971407570391 35 0 10K 9
k3 0.718833747898 35 0 10K 9
k5 0.725441805645 35 0 10K 9
potomciNP0 0.479754854881 35 0 10K 9
telF1 0.452623316492 35 0 10K 9
vhlevljeni1 0.493975342676 35 0 10K 9
cak5 0.934816396781 36 0 10K 9
k3 0.709419155551 36 0 10K 9
k5 0.736912008096 36 0 10K 9
potomciNP0 0.285811988808 36 0 10K 9
telF1 0.486974655961 36 0 10K 9
vhlevljeni1 0.511953723277 36 0 10K 9
cak5 0.919518848576 37 0 10K 9
k3 0.678921683744 37 0 10K 9
k5 0.727069832212 37 0 10K 9
potomciNP0 0.377826308609 37 0 10K 9
telF1 0.452987222034 37 0 10K 9
vhlevljeni1 -0.0126908412459 37 0 10K 9
cak5 0.986853027813 38 0 10K 9
k3 0.701978076916 38 0 10K 9
k5 0.722651379888 38 0 10K 9
potomciNP0 0.453436258575 38 0 10K 9
telF1 0.500571707496 38 0 10K 9
vhlevljeni1 0.154814734647 38 0 10K 9
cak5 0.94551219074 39 0 10K 9
k3 0.689226295845 39 0 10K 9
k5 0.699090653399 39 0 10K 9
potomciNP0 0.318456511227 39 0 10K 9
telF1 0.453410784529 39 0 10K 9
vhlevljeni1 0.180936367957 39 0 10K 9
cak5 0.908434470559 40 0 10K 9
k3 0.699398925732 40 0 10K 9
k5 0.720626969122 40 0 10K 9
potomciNP0 0.33909365574 40 0 10K 9
telF1 0.458615361072 40 0 10K 9
vhlevljeni1 0.387695063817 40 0 10K 9
cak5 0.982123018114 41 0 10K 9
k3 0.682926333199 41 0 10K 9
k5 0.70297918079 41 0 10K 9
potomciNP0 0.20934760305 41 0 10K 9
telF1 0.431909934061 41 0 10K 9
vhlevljeni1 0.352796853495 41 0 10K 9
cak5 0.939933113635 42 0 10K 9
k3 0.666259696962 42 0 10K 9
k5 0.699812202507 42 0 10K 9
potomciNP0 0.300075352426 42 0 10K 9
telF1 0.403029241381 42 0 10K 9
vhlevljeni1 0.358042775021 42 0 10K 9
cak5 0.922535843621 43 0 10K 9
k3 0.694222077962 43 0 10K 9
k5 0.699990611356 43 0 10K 9
potomciNP0 0.290377698013 43 0 10K 9
telF1 0.420787576482 43 0 10K 9
vhlevljeni1 0.345081146187 43 0 10K 9
cak5 0.942239883861 44 0 10K 9
k3 0.678891739159 44 0 10K 9
k5 0.688039903196 44 0 10K 9
potomciNP0 0.310349960504 44 0 10K 9
telF1 0.448399316338 44 0 10K 9
vhlevljeni1 0.304565127521 44 0 10K 9
cak5 0.960983505996 45 0 10K 9
k3 0.663247327813 45 0 10K 9
k5 0.723398818202 45 0 10K 9
potomciNP0 0.34060406179 45 0 10K 9
telF1 0.413069914956 45 0 10K 9
vhlevljeni1 0.21914314746 45 0 10K 9
cak5 0.735373701743 46 0 10K 9
k3 0.666370452983 46 0 10K 9
k5 0.690657141279 46 0 10K 9
potomciNP0 0.196496243624 46 0 10K 9
telF1 0.399773893893 46 0 10K 9
vhlevljeni1 0.590377353334 46 0 10K 9
cak5 0.877958700528 47 0 10K 9
k3 0.647942654191 47 0 10K 9
k5 0.685501111884 47 0 10K 9
potomciNP0 0.339216910889 47 0 10K 9
telF1 0.410237370754 47 0 10K 9
vhlevljeni1 0.0447329818995 47 0 10K 9
cak5 0.975648988528 48 0 10K 9
k3 0.655567659422 48 0 10K 9
k5 0.700177095232 48 0 10K 9
potomciNP0 0.497192442795 48 0 10K 9
telF1 0.440821961896 48 0 10K 9
vhlevljeni1 0.52872889286 48 0 10K 9
cak5 0.964003348375 49 0 10K 9
k3 0.666379153379 49 0 10K 9
k5 0.670033101767 49 0 10K 9
potomciNP0 0.14394009483 49 0 10K 9
telF1 0.401389527368 49 0 10K 9
vhlevljeni1 0.616139679856 49 0 10K 9
cak5 0.961656059621 50 0 10K 9
k3 0.688947267836 50 0 10K 9
k5 0.686466680929 50 0 10K 9
potomciNP0 0.40948287933 50 0 10K 9
telF1 0.447271738784 50 0 10K 9
vhlevljeni1 0.175721130007 50 0 10K 9
cak5 0.928281518349 51 0 10K 9
k3 0.654636642781 51 0 10K 9
k5 0.688250723973 51 0 10K 9
potomciNP0 0.457515790057 51 0 10K 9
telF1 0.456173260572 51 0 10K 9
vhlevljeni1 0.437144026444 51 0 10K 9
cak5 0.984615509436 52 0 10K 9
k3 0.679792792232 52 0 10K 9
k5 0.698266014054 52 0 10K 9
potomciNP0 0.396761562691 52 0 10K 9
telF1 0.404964148011 52 0 10K 9
vhlevljeni1 0.644733503847 52 0 10K 9
cak5 0.868631330692 53 0 10K 9
k3 0.674250005664 53 0 10K 9
k5 0.681823724575 53 0 10K 9
potomciNP0 0.433876182896 53 0 10K 9
telF1 0.454039865921 53 0 10K 9
vhlevljeni1 0.541354486811 53 0 10K 9
cak5 0.967251788041 54 0 10K 9
k3 0.654652348448 54 0 10K 9
k5 0.701560422557 54 0 10K 9
potomciNP0 0.439259153415 54 0 10K 9
telF1 0.481559547071 54 0 10K 9
vhlevljeni1 0.389575657907 54 0 10K 9
cak5 0.971127555268 55 0 10K 9
k3 0.678410690008 55 0 10K 9
k5 0.690292788429 55 0 10K 9
potomciNP0 0.487852539012 55 0 10K 9
telF1 0.473467688201 55 0 10K 9
vhlevljeni1 0.517509160642 55 0 10K 9
cak5 0.95139412786 56 0 10K 9
k3 0.686550270894 56 0 10K 9
k5 0.66568676106 56 0 10K 9
potomciNP0 0.402704584331 56 0 10K 9
telF1 0.449108062506 56 0 10K 9
vhlevljeni1 0.352430319449 56 0 10K 9
cak5 0.963864590186 57 0 10K 9
k3 0.676472604802 57 0 10K 9
k5 0.698871865132 57 0 10K 9
potomciNP0 0.422987229652 57 0 10K 9
telF1 0.458012896806 57 0 10K 9
vhlevljeni1 0.201171482628 57 0 10K 9
cak5 0.987451420129 58 0 10K 9
k3 0.694971007376 58 0 10K 9
k5 0.704790291666 58 0 10K 9
potomciNP0 0.37045047205 58 0 10K 9
telF1 0.444586667751 58 0 10K 9
vhlevljeni1 0.517108931028 58 0 10K 9
cak5 0.97471869992 59 0 10K 9
k3 0.655154653549 59 0 10K 9
k5 0.690444930851 59 0 10K 9
potomciNP0 0.343965705 59 0 10K 9
telF1 0.38952797558 59 0 10K 9
vhlevljeni1 0.158884922756 59 0 10K 9
cak5 0.97501236111 60 0 10K 9
k3 0.663122124073 60 0 10K 9
k5 0.713348559483 60 0 10K 9
potomciNP0 0.456725762484 60 0 10K 9
telF1 0.431522752163 60 0 10K 9
vhlevljeni1 0.301982600916 60 0 10K 9
cak5 0.00435976373031 21 0 10K 11
k3 0.793199603744 21 0 10K 11
k5 0.693529913753 21 0 10K 11
potomciNP0 0.268178292175 21 0 10K 11
telF1 0.304836435397 21 0 10K 11
vhlevljeni1 -0.088843438454 21 0 10K 11
cak5 0.395617051129 22 0 10K 11
k3 0.744357716807 22 0 10K 11
k5 0.732495421153 22 0 10K 11
potomciNP0 0.397773960636 22 0 10K 11
telF1 0.269591750954 22 0 10K 11
vhlevljeni1 0.169978236577 22 0 10K 11
cak5 0.799123169308 23 0 10K 11
k3 0.740045952181 23 0 10K 11
k5 0.810216203971 23 0 10K 11
potomciNP0 0.20142472262 23 0 10K 11
telF1 0.326091794788 23 0 10K 11
vhlevljeni1 0.512740648825 23 0 10K 11
cak5 0.97898686122 24 0 10K 11
k3 0.767314102659 24 0 10K 11
k5 0.76815065613 24 0 10K 11
potomciNP0 0.354746171629 24 0 10K 11
telF1 0.518681986781 24 0 10K 11
vhlevljeni1 0.580545895059 24 0 10K 11
cak5 0.861435116673 25 0 10K 11
k3 0.748086964343 25 0 10K 11
k5 0.749866075188 25 0 10K 11
potomciNP0 0.549587009271 25 0 10K 11
telF1 0.543131422888 25 0 10K 11
vhlevljeni1 0.490928984984 25 0 10K 11
cak5 0.993575528933 26 0 10K 11
k3 0.745639403751 26 0 10K 11
k5 0.769948479373 26 0 10K 11
potomciNP0 0.400003163731 26 0 10K 11
telF1 0.565951942826 26 0 10K 11
vhlevljeni1 0.622253773297 26 0 10K 11
cak5 0.979611940318 27 0 10K 11
k3 0.757456367979 27 0 10K 11
k5 0.759991546802 27 0 10K 11
potomciNP0 0.40916818243 27 0 10K 11
telF1 0.473317530947 27 0 10K 11
vhlevljeni1 0.427794119656 27 0 10K 11
cak5 0.984017331915 28 0 10K 11
k3 0.760132859866 28 0 10K 11
k5 0.750674511763 28 0 10K 11
potomciNP0 0.359166603375 28 0 10K 11
telF1 0.530537900176 28 0 10K 11
vhlevljeni1 0.395722113961 28 0 10K 11
cak5 0.974633655137 29 0 10K 11
k3 0.737084122172 29 0 10K 11
k5 0.762579137835 29 0 10K 11
potomciNP0 0.485802881596 29 0 10K 11
telF1 0.499937250991 29 0 10K 11
vhlevljeni1 0.150879665127 29 0 10K 11
cak5 0.967871458237 30 0 10K 11
k3 0.727639216442 30 0 10K 11
k5 0.760641844005 30 0 10K 11
potomciNP0 0.505832987333 30 0 10K 11
telF1 0.508068583238 30 0 10K 11
vhlevljeni1 0.545837135342 30 0 10K 11
cak5 0.943409895275 31 0 10K 11
k3 0.705278526632 31 0 10K 11
k5 0.739605881906 31 0 10K 11
potomciNP0 0.460625272006 31 0 10K 11
telF1 0.534774751314 31 0 10K 11
vhlevljeni1 0.682107209016 31 0 10K 11
cak5 0.913948192208 32 0 10K 11
k3 0.720838383306 32 0 10K 11
k5 0.731551254113 32 0 10K 11
potomciNP0 0.46694744238 32 0 10K 11
telF1 0.506983011595 32 0 10K 11
vhlevljeni1 0.239186199833 32 0 10K 11
cak5 0.929028934507 33 0 10K 11
k3 0.721501249199 33 0 10K 11
k5 0.721000754877 33 0 10K 11
potomciNP0 0.523544082634 33 0 10K 11
telF1 0.496480420567 33 0 10K 11
vhlevljeni1 0.648161885968 33 0 10K 11
cak5 0.892678714664 34 0 10K 11
k3 0.71385555689 34 0 10K 11
k5 0.711453628474 34 0 10K 11
potomciNP0 0.212820639079 34 0 10K 11
telF1 0.444091867017 34 0 10K 11
vhlevljeni1 0.526781135667 34 0 10K 11
cak5 0.971407570391 35 0 10K 11
k3 0.718833747898 35 0 10K 11
k5 0.725441805645 35 0 10K 11
potomciNP0 0.479754854881 35 0 10K 11
telF1 0.452623316492 35 0 10K 11
vhlevljeni1 0.493975342676 35 0 10K 11
cak5 0.934816396781 36 0 10K 11
k3 0.709419155551 36 0 10K 11
k5 0.736912008096 36 0 10K 11
potomciNP0 0.285811988808 36 0 10K 11
telF1 0.486974655961 36 0 10K 11
vhlevljeni1 0.511953723277 36 0 10K 11
cak5 0.919518848576 37 0 10K 11
k3 0.678921683744 37 0 10K 11
k5 0.727069832212 37 0 10K 11
potomciNP0 0.377826308609 37 0 10K 11
telF1 0.452987222034 37 0 10K 11
vhlevljeni1 -0.0126908412459 37 0 10K 11
cak5 0.986853027813 38 0 10K 11
k3 0.701978076916 38 0 10K 11
k5 0.722651379888 38 0 10K 11
potomciNP0 0.453436258575 38 0 10K 11
telF1 0.500571707496 38 0 10K 11
vhlevljeni1 0.154814734647 38 0 10K 11
cak5 0.94551219074 39 0 10K 11
k3 0.689226295845 39 0 10K 11
k5 0.699090653399 39 0 10K 11
potomciNP0 0.318456511227 39 0 10K 11
telF1 0.453410784529 39 0 10K 11
vhlevljeni1 0.180936367957 39 0 10K 11
cak5 0.908434470559 40 0 10K 11
k3 0.699398925732 40 0 10K 11
k5 0.720626969122 40 0 10K 11
potomciNP0 0.33909365574 40 0 10K 11
telF1 0.458615361072 40 0 10K 11
vhlevljeni1 0.387695063817 40 0 10K 11
cak5 0.980802553276 41 0 10K 11
k3 0.68777074579 41 0 10K 11
k5 0.700685278342 41 0 10K 11
potomciNP0 0.42875072316 41 0 10K 11
telF1 0.436302141712 41 0 10K 11
vhlevljeni1 0.320497792942 41 0 10K 11
cak5 0.944367062901 42 0 10K 11
k3 0.673287951817 42 0 10K 11
k5 0.71871678662 42 0 10K 11
potomciNP0 0.429454156894 42 0 10K 11
telF1 0.413001819449 42 0 10K 11
vhlevljeni1 0.399226358811 42 0 10K 11
cak5 0.921424727764 43 0 10K 11
k3 0.701646118671 43 0 10K 11
k5 0.702125724042 43 0 10K 11
potomciNP0 0.156708141612 43 0 10K 11
telF1 0.436881766359 43 0 10K 11
vhlevljeni1 0.541007004663 43 0 10K 11
cak5 0.976554773181 44 0 10K 11
k3 0.677182496629 44 0 10K 11
k5 0.671034300931 44 0 10K 11
potomciNP0 0.3249067969 44 0 10K 11
telF1 0.418500054446 44 0 10K 11
vhlevljeni1 0.284855074901 44 0 10K 11
cak5 0.969671884002 45 0 10K 11
k3 0.700961374861 45 0 10K 11
k5 0.710078387223 45 0 10K 11
potomciNP0 0.202867055645 45 0 10K 11
telF1 0.432839437081 45 0 10K 11
vhlevljeni1 0.0523756701657 45 0 10K 11
cak5 0.969879144779 46 0 10K 11
k3 0.669924237792 46 0 10K 11
k5 0.700416032259 46 0 10K 11
potomciNP0 0.270623344961 46 0 10K 11
telF1 0.412696978049 46 0 10K 11
vhlevljeni1 0.585071730665 46 0 10K 11
cak5 0.96982280013 47 0 10K 11
k3 0.678896070657 47 0 10K 11
k5 0.715089258551 47 0 10K 11
potomciNP0 0.325132023919 47 0 10K 11
telF1 0.403661337947 47 0 10K 11
vhlevljeni1 0.165988301761 47 0 10K 11
cak5 0.909885442368 48 0 10K 11
k3 0.655274268522 48 0 10K 11
k5 0.68345056994 48 0 10K 11
potomciNP0 0.294824248999 48 0 10K 11
telF1 0.451543099846 48 0 10K 11
vhlevljeni1 0.369610036586 48 0 10K 11
cak5 0.990724463618 49 0 10K 11
k3 0.701933709465 49 0 10K 11
k5 0.698468334291 49 0 10K 11
potomciNP0 0.364492569333 49 0 10K 11
telF1 0.423666595032 49 0 10K 11
vhlevljeni1 0.0269227336348 49 0 10K 11
cak5 0.979751925304 50 0 10K 11
k3 0.708393132241 50 0 10K 11
k5 0.667445548673 50 0 10K 11
potomciNP0 0.34486854117 50 0 10K 11
telF1 0.441274667951 50 0 10K 11
vhlevljeni1 0.339927569321 50 0 10K 11
cak5 0.919270838169 51 0 10K 11
k3 0.676491065105 51 0 10K 11
k5 0.707766120504 51 0 10K 11
potomciNP0 0.309626907411 51 0 10K 11
telF1 0.434097678644 51 0 10K 11
vhlevljeni1 0.223257812274 51 0 10K 11
cak5 0.965367213881 52 0 10K 11
k3 0.664819355098 52 0 10K 11
k5 0.704976534627 52 0 10K 11
potomciNP0 0.400672281278 52 0 10K 11
telF1 0.445996589698 52 0 10K 11
vhlevljeni1 0.359971862358 52 0 10K 11
cak5 0.963283582936 53 0 10K 11
k3 0.676779251359 53 0 10K 11
k5 0.690451605934 53 0 10K 11
potomciNP0 0.441712634372 53 0 10K 11
telF1 0.487253676817 53 0 10K 11
vhlevljeni1 0.359860605184 53 0 10K 11
cak5 0.982936878842 54 0 10K 11
k3 0.697550774041 54 0 10K 11
k5 0.674805599968 54 0 10K 11
potomciNP0 0.416993098335 54 0 10K 11
telF1 0.478086762327 54 0 10K 11
vhlevljeni1 0.453213948711 54 0 10K 11
cak5 0.985774527781 55 0 10K 11
k3 0.715388430905 55 0 10K 11
k5 0.686488720207 55 0 10K 11
potomciNP0 0.398494921366 55 0 10K 11
telF1 0.470628982902 55 0 10K 11
vhlevljeni1 0.293421908507 55 0 10K 11
cak5 0.88191046907 56 0 10K 11
k3 0.692500480471 56 0 10K 11
k5 0.706714227261 56 0 10K 11
potomciNP0 0.484238032201 56 0 10K 11
telF1 0.527732437094 56 0 10K 11
vhlevljeni1 0.471946267381 56 0 10K 11
cak5 0.976329494497 57 0 10K 11
k3 0.688875593215 57 0 10K 11
k5 0.732235070877 57 0 10K 11
potomciNP0 0.412902930892 57 0 10K 11
telF1 0.454166163878 57 0 10K 11
vhlevljeni1 0.519076402483 57 0 10K 11
cak5 0.984774789243 58 0 10K 11
k3 0.70149703856 58 0 10K 11
k5 0.710954879129 58 0 10K 11
potomciNP0 0.375213022621 58 0 10K 11
telF1 0.480693478834 58 0 10K 11
vhlevljeni1 0.314306428875 58 0 10K 11
cak5 0.986606462247 59 0 10K 11
k3 0.682866471407 59 0 10K 11
k5 0.714318056216 59 0 10K 11
potomciNP0 0.295212521232 59 0 10K 11
telF1 0.457511917913 59 0 10K 11
vhlevljeni1 0.264173609208 59 0 10K 11
cak5 0.824461875068 60 0 10K 11
k3 0.684398896482 60 0 10K 11
k5 0.710474601546 60 0 10K 11
potomciNP0 0.419885455822 60 0 10K 11
telF1 0.440946064113 60 0 10K 11
vhlevljeni1 0.358790534201 60 0 10K 11
cak5 0.862937736135 41 2 10K 1
k3 0.541240453108 41 2 10K 1
k5 0.681144384825 41 2 10K 1
potomciNP0 0.356546435769 41 2 10K 1
telF1 0.467564455146 41 2 10K 1
vhlevljeni1 0.421259834054 41 2 10K 1
cak5 0.739569316031 42 2 10K 1
k3 0.551242978233 42 2 10K 1
k5 0.677832357263 42 2 10K 1
potomciNP0 0.501104117919 42 2 10K 1
telF1 0.430572486561 42 2 10K 1
vhlevljeni1 0.335071618899 42 2 10K 1
cak5 0.988425642091 43 2 10K 1
k3 0.561957680487 43 2 10K 1
k5 0.609139765948 43 2 10K 1
potomciNP0 0.451390718663 43 2 10K 1
telF1 0.469894043624 43 2 10K 1
vhlevljeni1 0.590203592518 43 2 10K 1
cak5 0.946523882528 44 2 10K 1
k3 0.554071391429 44 2 10K 1
k5 0.6093019992 44 2 10K 1
potomciNP0 0.405117682825 44 2 10K 1
telF1 0.443637138448 44 2 10K 1
vhlevljeni1 0.532826787906 44 2 10K 1
cak5 0.760405182722 45 2 10K 1
k3 0.543677122125 45 2 10K 1
k5 0.613360870511 45 2 10K 1
potomciNP0 0.342319136076 45 2 10K 1
telF1 0.440302101902 45 2 10K 1
vhlevljeni1 0.369715121793 45 2 10K 1
cak5 0.945347182356 46 2 10K 1
k3 0.565892043612 46 2 10K 1
k5 0.602334510337 46 2 10K 1
potomciNP0 0.402516777863 46 2 10K 1
telF1 0.474788603334 46 2 10K 1
vhlevljeni1 0.0640654330335 46 2 10K 1
cak5 0.893647096108 47 2 10K 1
k3 0.554481694612 47 2 10K 1
k5 0.623625918677 47 2 10K 1
potomciNP0 0.495577297111 47 2 10K 1
telF1 0.446992814571 47 2 10K 1
vhlevljeni1 0.594191853536 47 2 10K 1
cak5 0.927471614198 48 2 10K 1
k3 0.558914534943 48 2 10K 1
k5 0.603942948757 48 2 10K 1
potomciNP0 0.330002495715 48 2 10K 1
telF1 0.446781312655 48 2 10K 1
vhlevljeni1 0.504159762204 48 2 10K 1
cak5 0.918697466933 49 2 10K 1
k3 0.543062078951 49 2 10K 1
k5 0.606427252596 49 2 10K 1
potomciNP0 0.329624336824 49 2 10K 1
telF1 0.425050008373 49 2 10K 1
vhlevljeni1 0.249154690673 49 2 10K 1
cak5 0.498880096699 50 2 10K 1
k3 0.507356699016 50 2 10K 1
k5 0.610058016036 50 2 10K 1
potomciNP0 0.118619198694 50 2 10K 1
telF1 0.405362537799 50 2 10K 1
vhlevljeni1 0.428860323311 50 2 10K 1
cak5 0.869554073577 51 2 10K 1
k3 0.531529895268 51 2 10K 1
k5 0.610693318346 51 2 10K 1
potomciNP0 0.308695498459 51 2 10K 1
telF1 0.404922431253 51 2 10K 1
vhlevljeni1 0.207324184475 51 2 10K 1
cak5 0.666222970278 52 2 10K 1
k3 0.51242990257 52 2 10K 1
k5 0.578094019624 52 2 10K 1
potomciNP0 0.444266975208 52 2 10K 1
telF1 0.375193448773 52 2 10K 1
vhlevljeni1 0.338357998808 52 2 10K 1
cak5 0.732866781483 53 2 10K 1
k3 0.50990862088 53 2 10K 1
k5 0.60617049784 53 2 10K 1
potomciNP0 0.456270271114 53 2 10K 1
telF1 0.351015645588 53 2 10K 1
vhlevljeni1 0.3833957048 53 2 10K 1
cak5 0.968717768921 54 2 10K 1
k3 0.506557774261 54 2 10K 1
k5 0.585947894636 54 2 10K 1
potomciNP0 0.423396498718 54 2 10K 1
telF1 0.342357844624 54 2 10K 1
vhlevljeni1 0.572564611796 54 2 10K 1
cak5 0.73642981506 55 2 10K 1
k3 0.489156666932 55 2 10K 1
k5 0.576498454989 55 2 10K 1
potomciNP0 0.397672042429 55 2 10K 1
telF1 0.374039618955 55 2 10K 1
vhlevljeni1 0.386833471582 55 2 10K 1
cak5 0.95635120669 56 2 10K 1
k3 0.493546907857 56 2 10K 1
k5 0.573530087531 56 2 10K 1
potomciNP0 0.394935676074 56 2 10K 1
telF1 0.38524176405 56 2 10K 1
vhlevljeni1 0.670557786984 56 2 10K 1
cak5 0.956370044969 57 2 10K 1
k3 0.490846679345 57 2 10K 1
k5 0.576977070888 57 2 10K 1
potomciNP0 0.217493986124 57 2 10K 1
telF1 0.368893443166 57 2 10K 1
vhlevljeni1 0.123459392632 57 2 10K 1
cak5 0.932392911126 58 2 10K 1
k3 0.560047174196 58 2 10K 1
k5 0.558926557296 58 2 10K 1
potomciNP0 0.408546756567 58 2 10K 1
telF1 0.380921873805 58 2 10K 1
vhlevljeni1 0.0168535185644 58 2 10K 1
cak5 0.904416388794 59 2 10K 1
k3 0.494424242748 59 2 10K 1
k5 0.559673284752 59 2 10K 1
potomciNP0 0.450588196277 59 2 10K 1
telF1 0.38871520191 59 2 10K 1
vhlevljeni1 0.53754404281 59 2 10K 1
cak5 0.886862833552 60 2 10K 1
k3 0.494159297527 60 2 10K 1
k5 0.619581851644 60 2 10K 1
potomciNP0 0.354358497364 60 2 10K 1
telF1 0.392928028302 60 2 10K 1
vhlevljeni1 0.445079281764 60 2 10K 1
cak5 0.850833026125 41 2 10K 2
k3 0.577439377183 41 2 10K 2
k5 0.683070163492 41 2 10K 2
potomciNP0 0.341398268829 41 2 10K 2
telF1 0.468303334491 41 2 10K 2
vhlevljeni1 0.655433139327 41 2 10K 2
