Generation gvNormUnres1 sd var SDSt zMean AdditGenicVar1 SDGenic SDGenicSt zMeanGenic SDGenicStNeg Genic_Genetic_VAR Genic_Genetic_SD Genic_Genetic_SDSt zMeanGenic_Genetic scenario Rep Repeats
40 5.56175956439435 1.34107199821249 1.79847410438964 1 0 2.2375126815 1.4958317691171 1 0 0 1.79847410438964 1.34107199821249 1 0 1_1 0 1
41 5.52858228876091 1.33193287088225 1.77404517253663 0.993185207548571 -0.0247393694579112 2.2405424447 1.49684416179507 1.00067680918327 -0.0221798174891155 -0.000676809183274729 1.80090937579735 1.34197964805631 1.00067680918327 -0.0247393694579112 1_1 0 1
42 6.21077595346354 1.35862675975705 1.84586667232795 1.01309009625729 0.48395342676177 2.2069255912 1.48557247928198 0.993141414665113 0.433883276494565 0.00685858533488737 1.77388872872317 1.33187414147252 0.993141414665113 0.48395342676177 1_1 0 1
43 6.4677064243223 1.36916199310223 1.87460456335566 1.02094592604064 0.675539315663502 2.2040460491 1.48460299376635 0.992493289965767 0.605647559192219 0.00750671003423264 1.77157420244488 1.33100495958688 0.992493289965767 0.675539315663502 1_1 0 1
44 6.80250684337383 1.42954439601041 2.04359718016476 1.06597140042879 0.9251906539196 2.1992462247 1.48298557804855 0.99141200813235 0.829469800411992 0.00858799186764958 1.76771618637176 1.32955488279791 0.99141200813235 0.9251906539196 1_1 0 1
45 7.32317318443279 1.49378269026131 2.2313867257243 1.11387210548901 1.31343702827754 2.1813284028 1.47693209146528 0.987365104791844 1.17754794115524 0.0126348952081555 1.75331415014616 1.32412769404848 0.987365104791844 1.31343702827754 1_1 0 1
40 5.56175956439435 1.34107199821249 1.79847410438964 1 0 2.2375126815 1.4958317691171 1 0 0 1.79847410438964 1.34107199821249 1 0 1_2 0 1
41 5.52553304895337 1.32299815837054 1.75032412705184 0.986522841528238 -0.0270131025696386 2.2396476331 1.49654523256065 1.00047696770337 -0.0242183086286277 -0.000476967703370468 1.80019014166553 1.34171164624353 1.00047696770337 -0.0270131025696386 1_2 0 1
42 6.16251255016313 1.38193468902983 1.90974348474397 1.03047016929129 0.447964752503605 2.2183576173 1.48941519305397 0.995710362491554 0.40161801492113 0.00428963750844646 1.78307759414125 1.33531928546743 0.995710362491554 0.447964752503605 1_2 0 1
43 6.42287167683534 1.32276138113142 1.74969767141269 0.986346283342369 0.642107294454553 2.2213705594 1.49042630123062 0.996386312954385 0.575674437606874 0.00361368704561504 1.78549934503888 1.33622578370531 0.996386312954385 0.642107294454553 1_2 0 1
