Generation N Sum GN.F GN.M PN1.F Program Trait value Population h2 rep
14 6000 27.3210074967017 11.2752410702575 16.0457664264442 0 PN1 T1 Ebv GN1 0.25 4
15 6000 28.9852167913931 11.8993698033062 17.0858469880869 0 PN1 T1 Ebv GN1 0.25 4
16 6000 30.4298872588791 12.2311187923585 18.1987684665206 0 PN1 T1 Ebv GN1 0.25 4
17 6000 31.9533835345435 12.8955643480931 19.0578191864505 0 PN1 T1 Ebv GN1 0.25 4
18 6000 33.3524778763618 13.3611868104284 19.9912910659335 0 PN1 T1 Ebv GN1 0.25 4
19 6000 34.7094997900103 13.9496092133894 20.7598905766209 0 PN1 T1 Ebv GN1 0.25 4
20 6000 35.7717779225665 14.4733177437405 21.298460178826 0 PN1 T1 Ebv GN1 0.25 4
0 525 0.241818667838091 0.21305274306729 0.0287659247708018 0 PN1 T1 Tbv GN1 0.25 4
1 6000 0.411076626817859 0.117088507480095 0.293988119337764 0 PN1 T1 Tbv GN1 0.25 4
2 6000 1.14057725691839 0.187795381950516 0.952781874967873 0 PN1 T1 Tbv GN1 0.25 4
3 6000 1.71690968263554 0.55940985869019 1.15749982394535 0 PN1 T1 Tbv GN1 0.25 4
4 6000 2.39415903610762 0.82749363979512 1.5666653963125 0 PN1 T1 Tbv GN1 0.25 4
5 6000 3.16453080994022 1.13989058976015 2.02464022018007 0 PN1 T1 Tbv GN1 0.25 4
6 6000 3.84828933178286 1.42792931482669 2.42036001695617 0 PN1 T1 Tbv GN1 0.25 4
7 6000 4.29818280031224 1.67316517492804 2.6250176253842 0 PN1 T1 Tbv GN1 0.25 4
8 6000 4.83621406327931 1.89218046423624 2.94403359904307 0 PN1 T1 Tbv GN1 0.25 4
9 6000 5.44174631995405 2.0337807695232 3.40796555043085 0 PN1 T1 Tbv GN1 0.25 4
10 6000 5.83518371920866 2.26240550163657 3.57277821757209 0 PN1 T1 Tbv GN1 0.25 4
11 6000 6.32299596510122 2.49975543334503 3.82324053175619 0 PN1 T1 Tbv GN1 0.25 4
12 6000 6.83144020253586 2.53940787906748 4.29203232346838 0 PN1 T1 Tbv GN1 0.25 4
13 6000 7.61985277020027 2.80667874471226 4.81317402548802 0 PN1 T1 Tbv GN1 0.25 4
14 6000 8.1378849306842 2.96025510282696 5.17762982785724 0 PN1 T1 Tbv GN1 0.25 4
15 6000 8.56118021466096 3.16847820453362 5.39270201012734 0 PN1 T1 Tbv GN1 0.25 4
16 6000 8.94042960759121 3.37012334040466 5.57030626718655 0 PN1 T1 Tbv GN1 0.25 4
17 6000 9.22460256696594 3.52572119817001 5.69888136879594 0 PN1 T1 Tbv GN1 0.25 4
18 6000 9.50644103261316 3.63358137997177 5.87285965264139 0 PN1 T1 Tbv GN1 0.25 4
19 6000 9.80070646411787 3.82227008509992 5.97843637901795 0 PN1 T1 Tbv GN1 0.25 4
20 6000 9.97048815149123 3.94536148268473 6.0251266688065 0 PN1 T1 Tbv GN1 0.25 4
0 5000 -0.000524044095977407 0 0 -0.000524044095977407 PN1 T1 Ebv PN1 0.25 4
0 5000 -0.025390960123 0 0 -0.025390960123 PN1 T1 Tbv PN1 0.25 4
0 525 0.00169841884457662 -0.0784778827775971 0.0801763016221737 0 PN1 T2 Ebv GN1 0.25 4
1 6000 0.800566481522336 -0.0411948744389347 0.84176135596127 0 PN1 T2 Ebv GN1 0.25 4
2 6000 2.96272272257762 0.714339703095394 2.24838301948223 0 PN1 T2 Ebv GN1 0.25 4
3 6000 4.94712014383427 1.70741102783672 3.23970911599755 0 PN1 T2 Ebv GN1 0.25 4
4 6000 7.05723201235666 2.46566650522372 4.59156550713294 0 PN1 T2 Ebv GN1 0.25 4
5 6000 9.06106146811987 3.23097580133141 5.83008566678846 0 PN1 T2 Ebv GN1 0.25 4
6 6000 10.6252492169433 3.96086346135483 6.6643857555885 0 PN1 T2 Ebv GN1 0.25 4
7 6000 12.6384220057727 4.85655217947612 7.78186982629656 0 PN1 T2 Ebv GN1 0.25 4
8 6000 14.4235577936195 5.74225367032707 8.68130412329239 0 PN1 T2 Ebv GN1 0.25 4
9 6000 16.2741763645772 6.59186928603166 9.68230707854557 0 PN1 T2 Ebv GN1 0.25 4
10 6000 18.2025527874997 7.51912925764289 10.6834235298568 0 PN1 T2 Ebv GN1 0.25 4
11 6000 19.9756539469152 8.32446182143761 11.6511921254776 0 PN1 T2 Ebv GN1 0.25 4
12 6000 21.5213897137417 9.11574207016419 12.4056476435775 0 PN1 T2 Ebv GN1 0.25 4
13 6000 23.1564093458518 9.68131027066697 13.4750990751848 0 PN1 T2 Ebv GN1 0.25 4
14 6000 24.8566673403068 10.3252628431646 14.5314044971422 0 PN1 T2 Ebv GN1 0.25 4
15 6000 26.3636470863811 10.9784349631651 15.3852121232159 0 PN1 T2 Ebv GN1 0.25 4
16 6000 27.974492106325 11.7573463917026 16.2171457146225 0 PN1 T2 Ebv GN1 0.25 4
17 6000 29.2433995286846 12.3084409863542 16.9349585423304 0 PN1 T2 Ebv GN1 0.25 4
18 6000 30.6077301514955 12.9352332419769 17.6724969095186 0 PN1 T2 Ebv GN1 0.25 4
19 6000 31.7428091106053 13.3797853939113 18.363023716694 0 PN1 T2 Ebv GN1 0.25 4
20 6000 32.5990675509252 13.8642169055117 18.7348506454135 0 PN1 T2 Ebv GN1 0.25 4
0 525 0.390214582815661 0.351899315798938 0.0383152670167226 0 PN1 T2 Tbv GN1 0.25 4
1 6000 0.605911249980616 0.191355960660711 0.414555289319905 0 PN1 T2 Tbv GN1 0.25 4
2 6000 1.68405686325052 0.532479180742933 1.15157768250759 0 PN1 T2 Tbv GN1 0.25 4
3 6000 2.31065262019144 0.875914342330856 1.43473827786059 0 PN1 T2 Tbv GN1 0.25 4
4 6000 2.83522498845814 1.15366039623563 1.6815645922225 0 PN1 T2 Tbv GN1 0.25 4
5 6000 3.26170039894553 1.41948033393347 1.84222006501206 0 PN1 T2 Tbv GN1 0.25 4
6 6000 3.48031483147853 1.51742029804414 1.9628945334344 0 PN1 T2 Tbv GN1 0.25 4
7 6000 4.11524038625325 1.79903057230913 2.31620981394412 0 PN1 T2 Tbv GN1 0.25 4
8 6000 4.57496152606151 1.92106101939117 2.65390050667034 0 PN1 T2 Tbv GN1 0.25 4
9 6000 4.90233763374379 2.05828153013549 2.84405610360829 0 PN1 T2 Tbv GN1 0.25 4
10 6000 5.47141143633997 2.27898339209524 3.19242804424473 0 PN1 T2 Tbv GN1 0.25 4
11 6000 5.76075948722219 2.44179631703064 3.31896317019156 0 PN1 T2 Tbv GN1 0.25 4
12 6000 6.14979450104447 2.6662602166977 3.48353428434677 0 PN1 T2 Tbv GN1 0.25 4
13 6000 6.53717569094364 2.65694077519901 3.88023491574463 0 PN1 T2 Tbv GN1 0.25 4
14 6000 6.85968989451978 2.68196467260001 4.17772522191977 0 PN1 T2 Tbv GN1 0.25 4
15 6000 7.20743042570447 2.82670176150855 4.38072866419592 0 PN1 T2 Tbv GN1 0.25 4
16 6000 7.6677532897456 3.03704749322213 4.63070579652347 0 PN1 T2 Tbv GN1 0.25 4
17 6000 7.87256610727672 3.2667128796993 4.60585322757742 0 PN1 T2 Tbv GN1 0.25 4
18 6000 8.24774373391527 3.38190853970603 4.86583519420924 0 PN1 T2 Tbv GN1 0.25 4
19 6000 8.4191790166615 3.47707669471117 4.94210232195033 0 PN1 T2 Tbv GN1 0.25 4
20 6000 8.59713615763798 3.56323891899967 5.0338972386383 0 PN1 T2 Tbv GN1 0.25 4
0 5000 -0.000178333978680545 0 0 -0.000178333978680545 PN1 T2 Ebv PN1 0.25 4
0 5000 -0.0409725311956451 0 0 -0.0409725311956451 PN1 T2 Tbv PN1 0.25 4
0 525 0.0033446574983712 -0.0710293240654197 0.0743739815637909 0 PN1 I Ebv GN1 0.25 4
1 6000 0.743602454273236 -0.0308760388526308 0.774478493125867 0 PN1 I Ebv GN1 0.25 4
2 6000 2.86971680164046 0.718161543606082 2.15155525803438 0 PN1 I Ebv GN1 0.25 4
3 6000 4.83219692223281 1.66979151217661 3.1624054100562 0 PN1 I Ebv GN1 0.25 4
4 6000 7.03050387102841 2.47854884466802 4.5519550263604 0 PN1 I Ebv GN1 0.25 4
5 6000 9.22241787630221 3.30109554822541 5.9213223280768 0 PN1 I Ebv GN1 0.25 4
6 6000 11.2750053825922 4.2432282685966 7.03177711399558 0 PN1 I Ebv GN1 0.25 4
7 6000 13.2037305511822 5.05096821197141 8.15276233921078 0 PN1 I Ebv GN1 0.25 4
8 6000 15.0964141428306 5.86087902880171 9.23553511402889 0 PN1 I Ebv GN1 0.25 4
9 6000 16.983892588721 6.6848776800979 10.2990149086231 0 PN1 I Ebv GN1 0.25 4
10 6000 18.8688258612079 7.55545017687562 11.3133756843323 0 PN1 I Ebv GN1 0.25 4
11 6000 20.758792411584 8.46714693318039 12.2916454784036 0 PN1 I Ebv GN1 0.25 4
12 6000 22.5592460704283 9.41353756039932 13.1457085100289 0 PN1 I Ebv GN1 0.25 4
13 6000 24.3839739886124 10.0930325544248 14.2909414341876 0 PN1 I Ebv GN1 0.25 4
14 6000 26.0888374185042 10.8002519567111 15.2885854617932 0 PN1 I Ebv GN1 0.25 4
15 6000 27.6744319388871 11.4389023832357 16.2355295556514 0 PN1 I Ebv GN1 0.25 4
16 6000 29.2021896826021 11.9942325920305 17.2079570905715 0 PN1 I Ebv GN1 0.25 4
17 6000 30.5983915316141 12.6020026672237 17.9963888643904 0 PN1 I Ebv GN1 0.25 4
18 6000 31.9801040139287 13.1482100262026 18.831893987726 0 PN1 I Ebv GN1 0.25 4
19 6000 33.2261544503078 13.6646973036503 19.5614571466575 0 PN1 I Ebv GN1 0.25 4
20 6000 34.1854227367459 14.1687673246261 20.0166554121197 0 PN1 I Ebv GN1 0.25 4
0 525 0.316016625326876 0.282476029433114 0.0335405958937622 0 PN1 I Tbv GN1 0.25 4
1 6000 0.508493938399238 0.154222234070403 0.354271704328835 0 PN1 I Tbv GN1 0.25 4
2 6000 1.41231706008446 0.360137281346725 1.05217977873773 0 PN1 I Tbv GN1 0.25 4
3 6000 2.01378115141349 0.717662100510523 1.29611905090297 0 PN1 I Tbv GN1 0.25 4
4 6000 2.61469201228288 0.990577018015376 1.6241149942675 0 PN1 I Tbv GN1 0.25 4
5 6000 3.21311560444288 1.27968546184681 1.93343014259607 0 PN1 I Tbv GN1 0.25 4
6 6000 3.6643020816307 1.47267480643542 2.19162727519528 0 PN1 I Tbv GN1 0.25 4
7 6000 4.20671159328275 1.73609787361859 2.47061371966416 0 PN1 I Tbv GN1 0.25 4
8 6000 4.70558779467041 1.9066207418137 2.79896705285671 0 PN1 I Tbv GN1 0.25 4
9 6000 5.17204197684892 2.04603114982935 3.12601082701957 0 PN1 I Tbv GN1 0.25 4
10 6000 5.65329757777432 2.27069444686591 3.38260313090841 0 PN1 I Tbv GN1 0.25 4
11 6000 6.04187772616171 2.47077587518783 3.57110185097387 0 PN1 I Tbv GN1 0.25 4
12 6000 6.49061735179016 2.60283404788259 3.88778330390757 0 PN1 I Tbv GN1 0.25 4
13 6000 7.07851423057196 2.73180975995563 4.34670447061632 0 PN1 I Tbv GN1 0.25 4
14 6000 7.49878741260199 2.82110988771349 4.6776775248885 0 PN1 I Tbv GN1 0.25 4
15 6000 7.88430532018272 2.99758998302109 4.88671533716163 0 PN1 I Tbv GN1 0.25 4
16 6000 8.30409144866841 3.2035854168134 5.10050603185501 0 PN1 I Tbv GN1 0.25 4
17 6000 8.54858433712133 3.39621703893465 5.15236729818668 0 PN1 I Tbv GN1 0.25 4
18 6000 8.87709238326422 3.5077449598389 5.36934742342532 0 PN1 I Tbv GN1 0.25 4
19 6000 9.10994274038969 3.64967338990554 5.46026935048414 0 PN1 I Tbv GN1 0.25 4
20 6000 9.2838121545646 3.7543002008422 5.5295119537224 0 PN1 I Tbv GN1 0.25 4
0 5000 -0.00035118903732898 0 0 -0.00035118903732898 PN1 I Ebv PN1 0.25 4
0 5000 -0.0331817456593226 0 0 -0.0331817456593226 PN1 I Tbv PN1 0.25 4
