AgeCat Cor Gen Rep NoControl
pb8 0.9687283157 41 2 11
pb9 0.849923397485 41 2 11
potomciNP0 0.362830812801 41 2 11
telF1 0.470746149147 41 2 11
vhlevljeni1 0.278717850138 41 2 11
cak5 0.717454270534 42 2 11
k3 0.697284401311 42 2 11
k5 0.709827284835 42 2 11
pBM4 0.218654959043 42 2 11
pBM5 0.51902479509 42 2 11
pBM6 0.168938560482 42 2 11
pb6 0.836169329079 42 2 11
pb7 0.998781369266 42 2 11
pb8 0.949023331751 42 2 11
pb9 0.973203395788 42 2 11
potomciNP0 0.407305697972 42 2 11
telF1 0.435295117673 42 2 11
vhlevljeni1 0.639334950788 42 2 11
cak5 0.970488137877 43 2 11
k3 0.697096694352 43 2 11
k5 0.695416918223 43 2 11
pBM4 0.680463030219 43 2 11
pBM5 0.258795020959 43 2 11
pBM6 0.607645817255 43 2 11
pb6 0.953516421359 43 2 11
pb7 0.88071902594 43 2 11
pb8 0.998635356574 43 2 11
pb9 0.949836414232 43 2 11
potomciNP0 0.454333611101 43 2 11
telF1 0.465532421112 43 2 11
vhlevljeni1 0.380588725486 43 2 11
cak5 0.977753118941 44 2 11
k3 0.689867524995 44 2 11
k5 0.713929040512 44 2 11
pBM4 0.320052314394 44 2 11
pBM5 0.735674935457 44 2 11
pBM6 0.213412100269 44 2 11
pb6 0.996875217659 44 2 11
pb7 0.935371566923 44 2 11
pb8 0.87317836971 44 2 11
pb9 0.994209965929 44 2 11
potomciNP0 0.3729795814 44 2 11
telF1 0.470123812264 44 2 11
vhlevljeni1 0.331682594938 44 2 11
cak5 0.835777579501 45 2 11
k3 0.679364470368 45 2 11
k5 0.711652310972 45 2 11
pBM4 0.426117120121 45 2 11
pBM5 0.30599551598 45 2 11
pBM6 0.755574297402 45 2 11
pb6 0.923019745409 45 2 11
pb7 0.999309732624 45 2 11
pb8 0.920644855864 45 2 11
pb9 0.856746112702 45 2 11
potomciNP0 0.439064445615 45 2 11
telF1 0.483133967262 45 2 11
vhlevljeni1 0.6416546108 45 2 11
cak5 0.985414528224 46 2 11
k3 0.673544900242 46 2 11
k5 0.690763784372 46 2 11
pBM4 0.412838520771 46 2 11
pBM5 0.4936989704 46 2 11
pBM6 0.354050604195 46 2 11
pb6 0.816451920676 46 2 11
pb7 0.918102953018 46 2 11
pb8 0.998315601014 46 2 11
pb9 0.938625911346 46 2 11
potomciNP0 0.437288538855 46 2 11
telF1 0.430330448214 46 2 11
vhlevljeni1 0.629752230567 46 2 11
cak5 0.973360611493 47 2 11
k3 0.683397629395 47 2 11
k5 0.692154336637 47 2 11
pBM4 0.537539737759 47 2 11
pBM5 0.39723868867 47 2 11
pBM6 0.501040056962 47 2 11
pb6 0.984486932903 47 2 11
pb7 0.834146090683 47 2 11
pb8 0.945814013916 47 2 11
pb9 0.997533484387 47 2 11
potomciNP0 0.446057251773 47 2 11
telF1 0.474585965112 47 2 11
vhlevljeni1 0.283274345415 47 2 11
cak5 0.94756981924 48 2 11
k3 0.668258187433 48 2 11
k5 0.688027043517 48 2 11
pBM4 0.342823292835 48 2 11
pBM5 0.408960934547 48 2 11
pBM6 0.466230666691 48 2 11
pb6 0.937102068946 48 2 11
pb7 0.970125303346 48 2 11
pb8 0.851395806039 48 2 11
pb9 0.941708254981 48 2 11
potomciNP0 0.342956549012 48 2 11
telF1 0.515871886478 48 2 11
vhlevljeni1 0.363424454279 48 2 11
cak5 0.979225906615 49 2 11
k3 0.69786708632 49 2 11
k5 0.694558938548 49 2 11
pBM4 0.370604674588 49 2 11
pBM5 0.333649837113 49 2 11
pBM6 0.467849157109 49 2 11
pb6 0.789101633418 49 2 11
pb7 0.945932311693 49 2 11
pb8 0.963349412287 49 2 11
pb9 0.872951953725 49 2 11
potomciNP0 0.459129994683 49 2 11
telF1 0.435329930538 49 2 11
vhlevljeni1 -0.201020181613 49 2 11
cak5 0.976039945622 50 2 11
k3 0.71586558006 50 2 11
k5 0.684116323224 50 2 11
pBM4 0.387335172793 50 2 11
pBM5 0.403629214557 50 2 11
pBM6 0.361071337965 50 2 11
pb6 0.98878263258 50 2 11
pb7 0.768163867462 50 2 11
pb8 0.954477993571 50 2 11
pb9 0.972651301565 50 2 11
potomciNP0 0.427423613269 50 2 11
telF1 0.44747155079 50 2 11
vhlevljeni1 0.445339352206 50 2 11
cak5 0.94549143553 51 2 11
k3 0.688779835535 51 2 11
k5 0.695036933196 51 2 11
pBM4 0.284130025477 51 2 11
pBM5 0.375118370242 51 2 11
pBM6 0.447835074677 51 2 11
pb6 0.960976978157 51 2 11
pb7 0.991257525197 51 2 11
pb8 0.792202374304 51 2 11
pb9 0.966024068948 51 2 11
potomciNP0 0.398287236711 51 2 11
telF1 0.404390947967 51 2 11
vhlevljeni1 0.576335049658 51 2 11
cak5 0.757743802964 52 2 11
k3 0.678204202337 52 2 11
k5 0.709739972653 52 2 11
pBM4 0.551540439484 52 2 11
pBM5 0.362758714149 52 2 11
pBM6 0.348435087196 52 2 11
pb6 0.954001748492 52 2 11
pb7 0.96565417653 52 2 11
pb8 0.989958198793 52 2 11
pb9 0.823122369866 52 2 11
potomciNP0 0.483312287333 52 2 11
telF1 0.435592527016 52 2 11
vhlevljeni1 0.525106258899 52 2 11
cak5 0.975074247702 53 2 11
k3 0.712972555637 53 2 11
k5 0.698851327902 53 2 11
pBM4 0.233042967575 53 2 11
pBM5 0.449152060903 53 2 11
pBM6 0.394216732707 53 2 11
pb6 0.666424873003 53 2 11
pb7 0.952376727307 53 2 11
pb8 0.976197286741 53 2 11
pb9 0.993598746551 53 2 11
potomciNP0 0.490799016746 53 2 11
telF1 0.474541619259 53 2 11
vhlevljeni1 0.430021171964 53 2 11
cak5 0.990507731771 54 2 11
k3 0.670472387503 54 2 11
k5 0.688216357128 54 2 11
pBM4 0.222767614141 54 2 11
pBM5 0.269000251106 54 2 11
pBM6 0.339455362406 54 2 11
pb6 0.879889874067 54 2 11
pb7 0.68089649075 54 2 11
pb8 0.926112332287 54 2 11
pb9 0.971567757216 54 2 11
potomciNP0 0.444274546844 54 2 11
telF1 0.480114063987 54 2 11
vhlevljeni1 0.431960450549 54 2 11
cak5 0.931776674926 55 2 11
k3 0.682967646179 55 2 11
k5 0.733363220293 55 2 11
pBM4 0.584966529208 55 2 11
pBM5 0.281840342274 55 2 11
pBM6 0.320053662181 55 2 11
pb6 0.852187967566 55 2 11
pb7 0.865893581496 55 2 11
pb8 0.717305492536 55 2 11
pb9 0.921613819263 55 2 11
potomciNP0 0.348256576849 55 2 11
telF1 0.458416962604 55 2 11
vhlevljeni1 0.586480660618 55 2 11
cak5 0.966857170745 56 2 11
k3 0.696593455363 56 2 11
k5 0.6793884593 56 2 11
pBM4 0.316169070975 56 2 11
pBM5 0.569645297613 56 2 11
pBM6 0.300209990382 56 2 11
pb6 0.791350627134 56 2 11
pb7 0.801978596752 56 2 11
pb8 0.852483422047 56 2 11
pb9 0.688435024018 56 2 11
potomciNP0 0.512261870581 56 2 11
telF1 0.44405247176 56 2 11
vhlevljeni1 0.239862077282 56 2 11
cak5 0.937572974964 57 2 11
k3 0.675322199319 57 2 11
k5 0.697507438661 57 2 11
pBM4 0.299708203893 57 2 11
pBM5 0.364344975123 57 2 11
pBM6 0.556279192661 57 2 11
pb6 0.969703107468 57 2 11
pb7 0.800824198907 57 2 11
pb8 0.845665224964 57 2 11
pb9 0.854448968906 57 2 11
potomciNP0 0.448037941192 57 2 11
telF1 0.454686549792 57 2 11
vhlevljeni1 0.345192103292 57 2 11
cak5 0.974972639242 58 2 11
k3 0.699637200408 58 2 11
k5 0.710308737146 58 2 11
pBM4 0.205921416485 58 2 11
pBM5 0.373074434569 58 2 11
pBM6 0.328866853631 58 2 11
pb6 0.993506753133 58 2 11
pb7 0.974245960131 58 2 11
pb8 0.829079467894 58 2 11
pb9 0.904164809042 58 2 11
potomciNP0 0.411927536109 58 2 11
telF1 0.410496354104 58 2 11
vhlevljeni1 0.528254955149 58 2 11
cak5 0.95184644015 59 2 11
k3 0.678617372536 59 2 11
k5 0.694430764843 59 2 11
pBM4 0.17431019995 59 2 11
pBM5 0.240962010115 59 2 11
pBM6 0.319591137246 59 2 11
pb6 0.987153916475 59 2 11
pb7 0.996150381459 59 2 11
pb8 0.977874763891 59 2 11
pb9 0.825019959345 59 2 11
potomciNP0 0.31853765182 59 2 11
telF1 0.440581085216 59 2 11
vhlevljeni1 0.511955453869 59 2 11
cak5 0.802620886962 60 2 11
k3 0.655614675631 60 2 11
k5 0.707003713469 60 2 11
pBM4 0.499465686501 60 2 11
pBM5 0.159985707265 60 2 11
pBM6 0.265643620075 60 2 11
pb6 0.734789350777 60 2 11
pb7 0.98545078768 60 2 11
pb8 0.99657404111 60 2 11
pb9 0.981642387294 60 2 11
potomciNP0 0.471579399871 60 2 11
telF1 0.506846213026 60 2 11
vhlevljeni1 0.0385454555035 60 2 11
